지점,지점명,일시,10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%)
980,강정,2021-11-30 17:00,18.6,33.3,35.3,37.5
980,강정,2021-11-30 18:00,19.6,33.3,35.3,37.5
980,강정,2021-11-30 19:00,19.9,33.3,35.3,37.5
980,강정,2021-11-30 20:00,20.1,33.3,35.3,37.5
980,강정,2021-11-30 21:00,20.0,33.3,35.3,37.5
980,강정,2021-11-30 22:00,19.9,33.3,35.3,37.5
980,강정,2021-11-30 23:00,20.3,33.3,35.3,37.5
980,강정,2021-12-01 01:00,20.8,33.5,35.3,37.5
980,강정,2021-12-01 02:00,20.6,33.5,35.3,37.5
980,강정,2021-12-01 03:00,20.5,33.5,36.0,37.5
980,강정,2021-12-01 04:00,21.0,33.5,35.3,37.5
980,강정,2021-12-01 05:00,20.9,33.5,35.3,37.5
980,강정,2021-12-01 06:00,20.8,33.5,35.3,37.5
980,강정,2021-12-01 07:00,20.6,33.5,35.3,37.5
980,강정,2021-12-01 08:00,20.6,33.5,35.3,37.5
980,강정,2021-12-01 09:00,20.5,33.5,35.3,37.5
980,강정,2021-12-01 10:00,20.5,33.3,35.3,37.5
980,강정,2021-12-01 11:00,20.5,33.3,35.3,37.5
980,강정,2021-12-01 12:00,20.6,33.3,35.3,37.5
980,강정,2021-12-01 13:00,20.7,33.3,35.3,37.5
980,강정,2021-12-01 14:00,20.7,33.3,35.3,37.5
980,강정,2021-12-01 15:00,20.8,33.3,35.3,37.5
980,강정,2021-12-01 16:00,20.8,33.3,35.3,37.5
980,강정,2021-12-01 17:00,20.8,33.3,35.3,37.5
980,강정,2021-12-01 18:00,20.6,33.3,35.3,37.5
980,강정,2021-12-01 19:00,20.6,33.3,35.2,37.5
980,강정,2021-12-01 20:00,20.6,33.8,36.3,37.5
980,강정,2021-12-01 21:00,20.6,33.3,35.0,37.5
980,강정,2021-12-01 22:00,20.5,33.3,35.0,37.5
980,강정,2021-12-01 23:00,20.5,33.3,35.0,37.5
980,강정,2021-12-02 00:00,20.5,33.3,35.0,37.5
980,강정,2021-12-02 01:00,20.5,33.3,35.0,37.5
980,강정,2021-12-02 02:00,20.5,33.3,35.0,37.8
980,강정,2021-12-02 03:00,20.5,33.3,35.0,37.8
980,강정,2021-12-02 04:00,20.5,33.5,36.0,37.8
980,강정,2021-12-02 05:00,20.4,33.0,35.4,37.8
980,강정,2021-12-02 06:00,20.4,34.6,36.0,37.5
980,강정,2021-12-02 07:00,20.4,34.5,36.0,37.7
980,강정,2021-12-02 08:00,20.4,34.3,36.0,37.6
980,강정,2021-12-02 09:00,20.4,33.8,36.0,37.6
980,강정,2021-12-02 10:00,20.5,33.5,36.0,37.5
980,강정,2021-12-02 11:00,20.4,33.5,36.0,37.5
980,강정,2021-12-02 12:00,20.4,33.8,36.0,37.7
980,강정,2021-12-02 13:00,20.3,33.8,36.0,37.6
980,강정,2021-12-02 14:00,20.3,33.8,36.0,38.2
980,강정,2021-12-02 15:00,20.3,33.8,36.0,38.3
980,강정,2021-12-02 16:00,20.2,33.5,35.8,37.3
980,강정,2021-12-02 17:00,20.1,33.5,36.0,38.1
980,강정,2021-12-02 18:00,20.1,33.5,36.0,37.3
980,강정,2021-12-02 19:00,20.1,34.0,35.8,38.0
980,강정,2021-12-02 20:00,20.1,33.5,35.8,38.0
980,강정,2021-12-02 21:00,20.1,33.3,36.0,37.8
980,강정,2021-12-02 22:00,20.1,34.0,35.3,38.0
980,강정,2021-12-02 23:00,20.1,33.5,36.3,37.8
980,강정,2021-12-03 00:00,20.1,33.8,35.3,37.8
980,강정,2021-12-03 01:00,20.1,33.7,35.5,37.8
980,강정,2021-12-03 02:00,20.1,33.5,36.3,37.8
980,강정,2021-12-03 03:00,20.0,33.5,36.3,37.8
980,강정,2021-12-03 04:00,20.0,33.3,35.8,37.8
980,강정,2021-12-03 05:00,20.0,33.3,36.5,38.0
980,강정,2021-12-03 06:00,20.0,33.3,36.5,37.8
980,강정,2021-12-03 07:00,20.0,33.5,35.5,37.8
980,강정,2021-12-03 08:00,20.0,33.5,36.5,37.8
980,강정,2021-12-03 09:00,20.0,32.8,35.5,37.8
980,강정,2021-12-03 10:00,20.0,32.8,35.5,38.0
980,강정,2021-12-03 11:00,20.0,33.3,36.2,38.0
980,강정,2021-12-03 12:00,20.0,33.1,36.4,37.8
980,강정,2021-12-03 13:00,19.9,33.3,36.3,37.8
980,강정,2021-12-03 14:00,19.8,33.3,36.2,37.8
980,강정,2021-12-03 15:00,19.6,33.3,36.3,37.5
980,강정,2021-12-03 16:00,19.5,33.0,36.3,37.5
980,강정,2021-12-03 17:00,19.5,33.0,36.0,37.5
980,강정,2021-12-03 18:00,19.5,33.5,36.8,37.8
980,강정,2021-12-03 19:00,19.5,33.3,36.8,37.8
980,강정,2021-12-03 20:00,19.5,33.1,36.8,37.8
980,강정,2021-12-03 21:00,19.5,33.5,36.7,37.8
980,강정,2021-12-03 22:00,19.4,32.5,36.4,37.5
980,강정,2021-12-03 23:00,19.4,33.8,36.3,36.8
980,강정,2021-12-04 01:00,19.5,33.0,36.8,36.8
980,강정,2021-12-04 02:00,19.5,33.1,36.8,36.8
980,강정,2021-12-04 03:00,19.5,33.3,36.8,36.8
980,강정,2021-12-04 04:00,19.4,33.0,36.5,36.8
980,강정,2021-12-04 05:00,19.5,33.0,36.5,36.8
980,강정,2021-12-04 06:00,19.5,33.0,36.5,36.8
980,강정,2021-12-04 07:00,19.5,33.5,35.8,36.8
980,강정,2021-12-04 08:00,19.5,33.3,35.8,36.8
980,강정,2021-12-04 09:00,19.5,33.3,36.9,36.8
980,강정,2021-12-04 10:00,19.5,33.3,36.5,36.8
980,강정,2021-12-04 11:00,19.5,33.0,36.5,36.8
980,강정,2021-12-04 12:00,19.5,33.3,36.3,36.8
980,강정,2021-12-04 13:00,19.4,33.0,36.3,36.8
980,강정,2021-12-04 14:00,19.3,32.8,36.0,36.8
980,강정,2021-12-04 15:00,19.3,33.0,36.0,36.8
980,강정,2021-12-04 16:00,19.1,33.5,36.8,36.8
980,강정,2021-12-04 17:00,19.1,33.1,36.4,36.8
980,강정,2021-12-04 18:00,19.1,33.3,36.3,36.8
980,강정,2021-12-04 19:00,19.0,32.8,36.5,36.8
980,강정,2021-12-04 20:00,19.0,33.0,36.8,36.8
980,강정,2021-12-04 21:00,19.0,33.0,36.5,36.8
980,강정,2021-12-04 22:00,19.0,33.0,36.6,36.8
980,강정,2021-12-04 23:00,19.0,32.8,36.8,36.8
980,강정,2021-12-05 00:00,19.0,33.1,36.5,36.8
980,강정,2021-12-05 01:00,19.1,32.3,36.3,36.8
980,강정,2021-12-05 02:00,19.0,33.3,36.5,36.8
980,강정,2021-12-05 03:00,19.1,33.3,36.8,36.8
980,강정,2021-12-05 04:00,19.1,32.8,36.8,36.8
980,강정,2021-12-05 05:00,19.1,33.0,36.5,36.8
980,강정,2021-12-05 06:00,19.1,33.8,36.5,36.8
980,강정,2021-12-05 07:00,19.1,33.8,36.5,36.8
980,강정,2021-12-05 08:00,19.1,32.8,36.8,36.8
980,강정,2021-12-05 09:00,19.1,32.8,36.8,36.8
980,강정,2021-12-05 10:00,19.2,32.8,36.6,36.8
980,강정,2021-12-05 11:00,19.3,32.8,36.5,36.8
980,강정,2021-12-05 12:00,19.3,32.8,36.5,36.8
980,강정,2021-12-05 13:00,19.3,32.8,36.5,36.8
980,강정,2021-12-05 14:00,19.3,32.7,36.3,37.5
980,강정,2021-12-05 15:00,19.3,32.8,36.3,37.0
980,강정,2021-12-05 16:00,19.3,33.0,36.3,36.8
980,강정,2021-12-05 17:00,19.1,33.0,36.0,36.8
980,강정,2021-12-05 18:00,19.1,33.0,36.1,36.8
980,강정,2021-12-05 19:00,19.1,33.0,36.8,36.8
980,강정,2021-12-05 20:00,19.1,32.8,36.3,36.8
980,강정,2021-12-05 21:00,19.1,32.8,36.3,36.8
980,강정,2021-12-05 22:00,19.1,33.0,36.0,36.8
980,강정,2021-12-05 23:00,19.1,32.5,36.5,36.8
980,강정,2021-12-06 00:00,19.1,32.5,36.8,37.5
980,강정,2021-12-06 01:00,19.1,32.5,36.5,36.8
980,강정,2021-12-06 02:00,19.1,33.0,36.8,36.8
980,강정,2021-12-06 03:00,19.1,32.5,36.5,36.8
980,강정,2021-12-06 04:00,19.1,32.5,36.5,36.8
980,강정,2021-12-06 05:00,19.1,32.5,36.5,36.8
980,강정,2021-12-06 06:00,19.1,33.0,36.5,36.8
980,강정,2021-12-06 07:00,19.1,32.8,36.5,36.8
980,강정,2021-12-06 08:00,19.1,32.5,36.5,36.8
980,강정,2021-12-06 09:00,19.3,32.8,36.5,36.8
980,강정,2021-12-06 10:00,19.3,32.5,36.5,36.8
980,강정,2021-12-06 11:00,19.3,32.4,36.5,36.8
980,강정,2021-12-06 12:00,19.4,33.3,36.5,36.8
980,강정,2021-12-06 13:00,19.3,32.5,36.5,36.8
980,강정,2021-12-06 14:00,19.3,32.5,36.3,36.8
980,강정,2021-12-06 15:00,19.1,32.5,36.3,36.8
980,강정,2021-12-06 16:00,19.0,32.5,36.5,36.8
980,강정,2021-12-06 17:00,18.9,32.3,36.3,36.8
980,강정,2021-12-06 18:00,18.9,31.9,36.0,36.8
980,강정,2021-12-06 19:00,18.9,31.9,36.0,36.8
980,강정,2021-12-06 20:00,18.9,31.9,36.0,36.8
980,강정,2021-12-06 21:00,18.9,31.9,36.0,37.8
980,강정,2021-12-06 22:00,18.9,31.9,36.0,36.8
980,강정,2021-12-06 23:00,18.9,31.9,36.0,36.8
980,강정,2021-12-07 01:00,18.9,31.9,36.0,36.8
980,강정,2021-12-07 02:00,18.9,32.8,36.4,36.8
980,강정,2021-12-07 03:00,18.9,31.9,36.0,36.8
980,강정,2021-12-07 04:00,18.9,31.9,36.0,36.8
980,강정,2021-12-07 05:00,18.9,31.9,36.0,36.8
980,강정,2021-12-07 06:00,18.9,31.9,36.0,36.8
980,강정,2021-12-07 07:00,18.9,31.9,36.0,36.8
980,강정,2021-12-07 08:00,18.8,31.9,36.0,36.8
980,강정,2021-12-07 09:00,18.9,31.9,35.8,36.8
980,강정,2021-12-07 10:00,18.9,31.9,35.8,36.8
980,강정,2021-12-07 11:00,18.9,31.8,35.8,36.8
980,강정,2021-12-07 12:00,18.9,31.8,35.8,36.8
980,강정,2021-12-07 13:00,18.8,31.8,35.9,36.8
980,강정,2021-12-07 14:00,18.8,31.8,35.8,36.8
980,강정,2021-12-07 15:00,18.6,31.7,35.8,36.8
980,강정,2021-12-07 16:00,18.5,31.6,35.8,36.8
980,강정,2021-12-07 17:00,18.4,31.6,35.8,36.8
980,강정,2021-12-07 18:00,18.4,31.7,35.8,36.8
980,강정,2021-12-07 19:00,18.4,31.7,35.8,36.8
980,강정,2021-12-07 20:00,18.4,31.6,35.8,36.8
980,강정,2021-12-07 21:00,18.4,31.6,36.0,36.8
980,강정,2021-12-07 22:00,18.4,31.6,36.0,36.8
980,강정,2021-12-07 23:00,18.4,31.6,35.8,36.8
980,강정,2021-12-08 00:00,18.4,31.6,35.8,36.8
980,강정,2021-12-08 01:00,18.4,31.7,35.8,36.8
980,강정,2021-12-08 02:00,18.4,31.6,35.8,36.8
980,강정,2021-12-08 03:00,18.4,31.7,35.8,36.8
980,강정,2021-12-08 04:00,18.4,31.6,35.8,36.8
980,강정,2021-12-08 05:00,18.3,31.6,35.8,36.8
980,강정,2021-12-08 06:00,18.3,31.6,35.8,36.8
980,강정,2021-12-08 07:00,18.3,31.6,35.8,36.8
980,강정,2021-12-08 08:00,18.3,31.6,35.8,36.8
980,강정,2021-12-08 09:00,18.4,31.6,35.8,36.8
980,강정,2021-12-08 10:00,18.4,31.6,35.8,36.8
980,강정,2021-12-08 11:00,18.4,31.6,35.8,36.8
980,강정,2021-12-08 12:00,18.4,31.6,35.8,36.8
980,강정,2021-12-08 13:00,18.4,31.5,35.8,36.8
980,강정,2021-12-08 14:00,18.3,31.5,35.8,36.8
980,강정,2021-12-08 15:00,18.2,31.5,35.8,36.8
980,강정,2021-12-08 16:00,18.1,31.5,35.8,36.8
980,강정,2021-12-08 17:00,18.0,31.5,35.8,36.8
980,강정,2021-12-08 18:00,18.0,31.5,35.8,36.8
980,강정,2021-12-08 19:00,18.0,31.5,35.8,36.7
980,강정,2021-12-08 20:00,18.0,31.5,35.8,36.8
980,강정,2021-12-08 21:00,18.0,31.5,35.8,37.7
980,강정,2021-12-08 22:00,18.0,31.5,35.8,36.8
980,강정,2021-12-08 23:00,18.0,31.5,35.8,36.8
980,강정,2021-12-09 00:00,18.0,31.5,35.8,36.8
980,강정,2021-12-09 01:00,18.0,31.5,35.8,36.8
980,강정,2021-12-09 02:00,18.0,31.5,35.8,36.8
980,강정,2021-12-09 03:00,18.0,31.5,35.8,36.7
980,강정,2021-12-09 04:00,18.0,31.5,35.8,36.8
980,강정,2021-12-09 05:00,18.0,31.5,35.8,36.8
980,강정,2021-12-09 06:00,18.0,31.5,35.8,36.8
980,강정,2021-12-09 07:00,18.0,31.5,35.8,36.7
980,강정,2021-12-09 08:00,18.0,31.4,35.8,36.7
980,강정,2021-12-09 09:00,18.0,31.5,35.8,36.6
980,강정,2021-12-09 10:00,18.0,31.5,35.8,36.5
980,강정,2021-12-09 11:00,18.1,32.5,36.2,36.5
980,강정,2021-12-09 12:00,18.1,32.0,35.8,36.5
980,강정,2021-12-09 13:00,18.1,31.8,35.7,36.5
980,강정,2021-12-09 14:00,18.1,31.9,35.8,36.5
980,강정,2021-12-09 15:00,18.0,32.0,35.5,36.5
980,강정,2021-12-09 16:00,18.0,32.3,35.5,36.5
980,강정,2021-12-09 17:00,17.9,32.3,35.5,36.5
980,강정,2021-12-09 18:00,17.9,32.5,35.5,36.6
980,강정,2021-12-09 19:00,17.9,32.4,35.5,36.6
980,강정,2021-12-09 20:00,17.9,32.3,35.5,36.5
980,강정,2021-12-09 21:00,17.9,32.0,35.5,36.6
980,강정,2021-12-09 22:00,17.9,32.0,35.5,36.6
980,강정,2021-12-09 23:00,17.9,32.0,35.5,36.5
980,강정,2021-12-10 00:00,17.9,32.0,35.5,36.5
980,강정,2021-12-10 01:00,17.9,32.1,35.5,36.5
980,강정,2021-12-10 02:00,17.9,32.0,35.8,36.5
980,강정,2021-12-10 03:00,17.9,31.8,35.6,36.5
980,강정,2021-12-10 04:00,17.9,31.9,35.5,36.5
980,강정,2021-12-10 05:00,17.9,32.0,35.5,37.3
980,강정,2021-12-10 06:00,17.9,32.3,35.5,36.5
980,강정,2021-12-10 07:00,17.9,32.5,35.5,36.6
980,강정,2021-12-10 08:00,17.9,32.0,35.5,36.5
980,강정,2021-12-10 09:00,18.0,32.0,35.5,36.5
980,강정,2021-12-10 10:00,18.0,32.0,35.5,36.5
980,강정,2021-12-10 11:00,18.0,32.0,35.5,36.5
980,강정,2021-12-10 12:00,17.9,32.0,35.5,36.5
980,강정,2021-12-10 13:00,17.8,32.3,35.5,36.5
980,강정,2021-12-10 14:00,17.8,31.6,35.5,36.5
980,강정,2021-12-10 15:00,17.6,32.0,35.5,36.5
980,강정,2021-12-10 16:00,17.5,31.8,35.5,36.5
980,강정,2021-12-10 17:00,17.5,32.0,35.5,37.3
980,강정,2021-12-10 18:00,17.5,32.0,35.8,36.5
980,강정,2021-12-10 19:00,17.4,31.6,35.8,36.5
980,강정,2021-12-10 20:00,17.4,31.8,36.0,36.5
980,강정,2021-12-10 21:00,17.4,31.8,36.0,36.5
980,강정,2021-12-10 22:00,17.5,31.8,36.0,36.5
980,강정,2021-12-10 23:00,17.5,31.8,35.8,36.5
980,강정,2021-12-11 00:00,17.5,31.9,36.0,36.5
980,강정,2021-12-11 01:00,17.5,31.8,36.0,36.5
980,강정,2021-12-11 02:00,17.4,32.0,36.0,36.5
980,강정,2021-12-11 03:00,17.5,31.8,36.0,36.5
980,강정,2021-12-11 04:00,17.4,31.6,35.8,36.5
980,강정,2021-12-11 05:00,17.4,32.3,35.8,36.5
980,강정,2021-12-11 06:00,17.4,32.0,35.8,36.5
980,강정,2021-12-11 07:00,17.4,32.0,35.8,36.5
980,강정,2021-12-11 08:00,17.4,31.6,35.8,36.5
980,강정,2021-12-11 09:00,17.5,31.5,36.0,36.5
980,강정,2021-12-11 10:00,17.5,31.7,35.8,36.5
980,강정,2021-12-11 11:00,17.5,32.0,35.8,36.5
980,강정,2021-12-11 12:00,17.5,31.6,35.5,36.5
980,강정,2021-12-11 13:00,17.5,31.6,35.5,36.5
980,강정,2021-12-11 14:00,17.4,31.7,35.5,36.5
980,강정,2021-12-11 15:00,17.4,31.5,35.0,36.5
980,강정,2021-12-11 16:00,17.3,31.4,35.8,36.5
980,강정,2021-12-11 17:00,17.1,31.5,35.7,36.5
980,강정,2021-12-11 18:00,17.1,32.0,35.5,36.5
980,강정,2021-12-11 19:00,17.1,30.8,34.8,36.5
980,강정,2021-12-11 20:00,17.1,30.9,34.8,36.5
980,강정,2021-12-11 21:00,17.1,30.9,34.8,36.5
980,강정,2021-12-11 22:00,17.1,30.9,34.8,36.5
980,강정,2021-12-11 23:00,17.1,30.9,34.8,36.5
980,강정,2021-12-12 00:00,17.1,30.9,34.8,36.5
980,강정,2021-12-12 01:00,17.2,30.9,34.8,36.5
980,강정,2021-12-12 02:00,17.3,30.9,34.8,36.5
980,강정,2021-12-12 03:00,17.3,30.9,34.8,36.5
980,강정,2021-12-12 04:00,17.3,30.9,34.8,36.5
980,강정,2021-12-12 05:00,17.3,30.9,34.8,36.5
980,강정,2021-12-12 06:00,17.3,30.9,34.8,36.5
980,강정,2021-12-12 07:00,17.3,30.9,34.8,36.5
980,강정,2021-12-12 08:00,17.3,30.8,34.8,36.5
980,강정,2021-12-12 09:00,17.3,30.9,34.8,36.5
980,강정,2021-12-12 10:00,17.3,30.8,34.8,36.5
980,강정,2021-12-12 11:00,17.1,30.8,34.8,36.5
980,강정,2021-12-12 12:00,17.1,30.8,34.8,36.5
980,강정,2021-12-12 13:00,17.1,30.8,34.8,36.5
980,강정,2021-12-12 14:00,17.0,30.7,34.8,36.5
980,강정,2021-12-12 15:00,17.0,30.6,34.8,36.5
980,강정,2021-12-12 16:00,16.9,31.8,35.3,36.5
980,강정,2021-12-12 17:00,16.9,31.4,35.5,36.5
980,강정,2021-12-12 18:00,16.9,31.6,35.5,36.5
980,강정,2021-12-12 19:00,16.9,31.5,35.5,36.5
980,강정,2021-12-12 20:00,16.9,31.4,35.5,36.5
980,강정,2021-12-12 21:00,16.9,31.4,35.5,36.5
980,강정,2021-12-12 22:00,16.9,32.0,35.5,36.5
980,강정,2021-12-12 23:00,16.9,31.4,35.5,36.5
980,강정,2021-12-13 00:00,16.9,31.4,35.5,36.5
980,강정,2021-12-13 01:00,16.9,31.4,35.5,36.5
980,강정,2021-12-13 02:00,16.8,31.7,35.3,36.5
980,강정,2021-12-13 03:00,16.8,30.6,34.8,36.5
980,강정,2021-12-13 04:00,16.8,30.6,34.5,36.5
980,강정,2021-12-13 05:00,16.8,30.6,34.5,36.5
980,강정,2021-12-13 06:00,16.8,30.6,34.5,36.5
980,강정,2021-12-13 07:00,16.8,30.6,34.5,36.5
980,강정,2021-12-13 08:00,16.8,30.6,34.5,36.5
980,강정,2021-12-13 09:00,16.8,30.6,34.5,36.5
980,강정,2021-12-13 10:00,16.8,30.6,34.5,36.5
980,강정,2021-12-13 11:00,16.8,30.6,34.5,36.5
980,강정,2021-12-13 12:00,16.8,30.5,34.5,36.5
980,강정,2021-12-13 13:00,16.8,30.5,34.5,36.5
980,강정,2021-12-13 14:00,16.8,30.5,34.5,36.5
980,강정,2021-12-13 15:00,16.6,30.4,34.5,36.5
980,강정,2021-12-13 16:00,16.6,30.4,34.5,36.5
980,강정,2021-12-13 17:00,16.5,30.5,35.3,36.5
980,강정,2021-12-13 18:00,16.5,31.3,35.3,36.5
980,강정,2021-12-13 19:00,16.5,31.3,35.3,36.5
980,강정,2021-12-13 20:00,16.5,31.1,35.3,36.5
980,강정,2021-12-13 21:00,16.5,31.0,35.3,36.5
980,강정,2021-12-13 22:00,16.5,31.1,35.5,36.5
980,강정,2021-12-13 23:00,16.5,30.4,34.5,36.5
980,강정,2021-12-14 00:00,16.5,30.4,34.5,36.5
980,강정,2021-12-14 01:00,16.5,30.4,34.5,36.5
980,강정,2021-12-14 02:00,16.5,30.4,34.5,36.5
980,강정,2021-12-14 03:00,16.5,30.4,34.5,36.5
980,강정,2021-12-14 04:00,16.5,30.4,34.5,36.5
