지점,지점명,일시,10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%)
970,철원장흥,2021-11-28 11:00,7.2,12.9,5.1,6.7
970,철원장흥,2021-11-28 12:00,7.2,12.9,5.1,6.8
970,철원장흥,2021-11-28 13:00,7.3,12.9,5.1,6.8
970,철원장흥,2021-11-28 14:00,7.3,12.9,5.1,6.8
970,철원장흥,2021-11-28 15:00,7.5,12.9,5.1,6.8
970,철원장흥,2021-11-28 16:00,7.5,12.9,5.1,6.8
970,철원장흥,2021-11-28 17:00,7.6,12.9,5.1,6.8
970,철원장흥,2021-11-28 18:00,7.6,12.9,5.1,6.8
970,철원장흥,2021-11-28 19:00,7.6,12.9,5.1,6.8
970,철원장흥,2021-11-28 20:00,7.6,12.9,5.1,6.8
970,철원장흥,2021-11-28 21:00,7.6,12.8,5.1,6.8
970,철원장흥,2021-11-28 22:00,7.6,12.8,5.1,6.8
970,철원장흥,2021-11-28 23:00,7.6,12.8,5.1,6.8
970,철원장흥,2021-11-29 00:00,7.5,12.8,5.1,6.8
970,철원장흥,2021-11-29 01:00,7.5,12.8,5.1,6.8
970,철원장흥,2021-11-29 02:00,7.5,12.8,5.1,6.8
970,철원장흥,2021-11-29 03:00,7.5,12.8,5.1,6.8
970,철원장흥,2021-11-29 04:00,7.5,12.8,5.1,6.8
970,철원장흥,2021-11-29 05:00,7.4,12.8,5.1,6.8
970,철원장흥,2021-11-29 06:00,7.4,12.8,5.1,6.8
970,철원장흥,2021-11-29 07:00,7.4,12.8,5.1,6.7
970,철원장흥,2021-11-29 08:00,7.4,12.8,5.1,6.7
970,철원장흥,2021-11-29 09:00,7.4,12.8,5.1,6.7
970,철원장흥,2021-11-29 10:00,7.3,12.8,5.1,6.7
970,철원장흥,2021-11-29 11:00,7.3,12.8,5.1,6.8
970,철원장흥,2021-11-29 12:00,7.3,12.8,5.1,6.8
970,철원장흥,2021-11-29 13:00,7.4,12.8,5.1,6.8
970,철원장흥,2021-11-29 14:00,7.4,12.8,5.1,6.8
970,철원장흥,2021-11-29 15:00,7.5,12.8,5.1,6.8
970,철원장흥,2021-11-29 16:00,7.6,12.8,5.1,6.8
970,철원장흥,2021-11-29 17:00,7.6,12.8,5.1,6.8
970,철원장흥,2021-11-29 18:00,7.6,12.8,5.1,6.8
970,철원장흥,2021-11-29 19:00,7.6,12.8,5.1,6.8
970,철원장흥,2021-11-29 20:00,7.6,12.8,5.1,6.8
970,철원장흥,2021-11-29 21:00,7.7,12.8,5.1,6.8
970,철원장흥,2021-11-29 22:00,7.7,12.8,5.1,6.8
970,철원장흥,2021-11-29 23:00,7.7,12.8,5.1,6.8
970,철원장흥,2021-11-30 01:00,7.7,12.8,5.1,6.8
970,철원장흥,2021-11-30 02:00,7.7,12.8,5.1,6.8
970,철원장흥,2021-11-30 03:00,7.7,12.8,5.1,6.8
970,철원장흥,2021-11-30 04:00,7.7,12.8,5.1,6.8
970,철원장흥,2021-11-30 05:00,7.7,12.8,5.1,6.8
970,철원장흥,2021-11-30 06:00,7.7,12.8,5.0,6.9
970,철원장흥,2021-11-30 07:00,7.9,12.8,5.0,7.1
970,철원장흥,2021-11-30 08:00,9.6,13.0,5.1,7.2
970,철원장흥,2021-11-30 09:00,10.4,16.5,5.1,6.7
970,철원장흥,2021-11-30 10:00,10.6,19.3,6.7,6.6
970,철원장흥,2021-11-30 11:00,11.2,20.2,8.3,8.1
970,철원장흥,2021-11-30 12:00,10.6,20.5,8.9,46.5
970,철원장흥,2021-11-30 13:00,10.3,20.7,42.4,47.5
970,철원장흥,2021-11-30 14:00,10.8,23.9,44.6,47.5
970,철원장흥,2021-11-30 15:00,11.2,34.8,44.7,47.4
970,철원장흥,2021-11-30 16:00,11.3,36.7,44.7,47.4
970,철원장흥,2021-11-30 17:00,11.0,35.2,44.7,47.4
970,철원장흥,2021-11-30 18:00,10.9,33.9,44.7,47.5
970,철원장흥,2021-11-30 19:00,10.6,29.0,44.5,47.6
970,철원장흥,2021-11-30 20:00,10.3,26.6,44.5,47.7
970,철원장흥,2021-11-30 21:00,10.1,25.0,44.3,47.7
970,철원장흥,2021-11-30 22:00,9.9,23.6,39.2,47.6
970,철원장흥,2021-11-30 23:00,9.7,22.6,29.1,47.7
970,철원장흥,2021-12-01 01:00,9.3,20.8,17.0,47.3
970,철원장흥,2021-12-01 02:00,9.3,20.2,11.5,47.0
970,철원장흥,2021-12-01 03:00,9.1,19.7,10.0,46.9
970,철원장흥,2021-12-01 04:00,9.1,19.3,9.2,46.9
970,철원장흥,2021-12-01 05:00,9.0,18.9,8.8,46.9
970,철원장흥,2021-12-01 06:00,8.9,18.4,8.4,46.9
970,철원장흥,2021-12-01 07:00,8.8,18.0,8.1,46.9
970,철원장흥,2021-12-01 08:00,8.8,17.6,7.9,46.9
970,철원장흥,2021-12-01 09:00,8.8,17.1,7.6,46.9
970,철원장흥,2021-12-01 10:00,8.8,16.6,7.4,46.9
970,철원장흥,2021-12-01 11:00,8.7,16.4,7.2,46.9
970,철원장흥,2021-12-01 12:00,8.7,16.2,7.1,46.9
970,철원장흥,2021-12-01 13:00,8.6,16.1,7.0,46.9
970,철원장흥,2021-12-01 14:00,8.6,16.1,7.0,46.9
970,철원장흥,2021-12-01 15:00,8.6,16.1,7.0,46.8
970,철원장흥,2021-12-01 16:00,8.6,16.1,6.9,46.7
970,철원장흥,2021-12-01 17:00,8.5,16.2,6.9,46.5
970,철원장흥,2021-12-01 18:00,8.4,16.4,6.8,46.3
970,철원장흥,2021-12-01 19:00,8.3,16.6,6.8,46.0
970,철원장흥,2021-12-01 20:00,8.3,16.4,7.2,45.9
970,철원장흥,2021-12-01 21:00,8.3,16.3,7.2,45.8
970,철원장흥,2021-12-01 22:00,8.3,16.1,7.1,45.7
970,철원장흥,2021-12-01 23:00,8.2,16.0,7.0,45.7
970,철원장흥,2021-12-02 00:00,8.2,15.8,6.9,45.5
970,철원장흥,2021-12-02 01:00,8.1,15.6,6.8,45.4
970,철원장흥,2021-12-02 02:00,8.1,15.5,6.8,45.3
970,철원장흥,2021-12-02 03:00,8.0,15.4,6.7,45.2
970,철원장흥,2021-12-02 04:00,7.9,15.3,6.7,44.7
970,철원장흥,2021-12-02 05:00,7.9,15.2,6.6,43.2
970,철원장흥,2021-12-02 06:00,7.8,15.0,6.5,40.5
970,철원장흥,2021-12-02 07:00,7.7,14.9,6.4,37.0
970,철원장흥,2021-12-02 08:00,7.6,14.8,6.3,32.8
970,철원장흥,2021-12-02 09:00,7.6,14.6,6.2,27.2
970,철원장흥,2021-12-02 10:00,7.6,14.3,6.1,22.3
970,철원장흥,2021-12-02 11:00,7.7,14.2,5.9,20.3
970,철원장흥,2021-12-02 12:00,7.7,14.1,5.9,19.4
970,철원장흥,2021-12-02 13:00,7.7,14.0,5.9,18.3
970,철원장흥,2021-12-02 14:00,7.7,13.9,5.8,16.8
970,철원장흥,2021-12-02 15:00,7.7,13.9,5.8,15.3
970,철원장흥,2021-12-02 16:00,7.7,13.8,5.8,13.7
970,철원장흥,2021-12-02 17:00,7.8,13.7,5.8,12.0
970,철원장흥,2021-12-02 18:00,7.8,13.7,5.8,10.4
970,철원장흥,2021-12-02 19:00,7.8,13.6,5.8,9.6
970,철원장흥,2021-12-02 20:00,7.8,13.5,5.7,9.0
970,철원장흥,2021-12-02 21:00,7.8,13.5,5.7,8.8
970,철원장흥,2021-12-02 22:00,7.8,13.5,5.7,8.7
970,철원장흥,2021-12-02 23:00,7.9,13.5,5.7,8.4
970,철원장흥,2021-12-03 00:00,7.9,13.5,5.7,8.3
970,철원장흥,2021-12-03 01:00,7.9,13.5,5.7,8.3
970,철원장흥,2021-12-03 02:00,7.9,13.4,5.7,8.2
970,철원장흥,2021-12-03 03:00,8.0,13.4,5.7,8.2
970,철원장흥,2021-12-03 04:00,8.0,13.4,5.7,8.1
970,철원장흥,2021-12-03 05:00,8.0,13.4,5.7,8.0
970,철원장흥,2021-12-03 06:00,8.0,13.4,5.7,7.9
970,철원장흥,2021-12-03 07:00,8.1,13.4,5.7,7.9
970,철원장흥,2021-12-03 08:00,8.1,13.4,5.7,7.8
970,철원장흥,2021-12-03 09:00,8.1,13.5,5.7,7.8
970,철원장흥,2021-12-03 10:00,8.1,13.5,5.6,7.7
970,철원장흥,2021-12-03 11:00,8.1,13.5,5.6,7.7
970,철원장흥,2021-12-03 12:00,8.1,13.5,5.6,7.7
970,철원장흥,2021-12-03 13:00,8.1,13.5,5.6,7.7
970,철원장흥,2021-12-03 14:00,8.3,13.5,5.6,7.7
970,철원장흥,2021-12-03 15:00,8.3,13.5,5.6,7.7
970,철원장흥,2021-12-03 16:00,8.4,13.6,5.6,7.6
970,철원장흥,2021-12-03 17:00,8.4,13.6,5.6,7.6
970,철원장흥,2021-12-03 18:00,8.4,13.7,5.7,7.5
970,철원장흥,2021-12-03 19:00,8.4,13.7,5.7,7.5
970,철원장흥,2021-12-03 20:00,8.4,13.8,5.7,7.5
970,철원장흥,2021-12-03 21:00,8.3,13.7,5.7,7.4
970,철원장흥,2021-12-03 22:00,8.3,13.7,5.7,7.4
970,철원장흥,2021-12-03 23:00,8.3,13.7,5.7,7.3
970,철원장흥,2021-12-04 01:00,8.2,13.6,5.6,7.2
970,철원장흥,2021-12-04 02:00,8.1,13.5,5.6,7.2
970,철원장흥,2021-12-04 03:00,8.1,13.5,5.6,7.1
970,철원장흥,2021-12-04 04:00,8.1,13.4,5.6,7.1
970,철원장흥,2021-12-04 05:00,8.0,13.3,5.6,7.0
970,철원장흥,2021-12-04 06:00,7.9,13.3,5.6,7.0
970,철원장흥,2021-12-04 07:00,7.8,13.2,5.6,6.9
970,철원장흥,2021-12-04 08:00,7.7,13.2,5.5,6.9
970,철원장흥,2021-12-04 09:00,7.6,13.1,5.5,6.8
970,철원장흥,2021-12-04 10:00,7.6,13.1,5.5,6.8
970,철원장흥,2021-12-04 11:00,7.5,13.1,5.5,6.9
970,철원장흥,2021-12-04 12:00,7.5,13.0,5.5,6.9
970,철원장흥,2021-12-04 13:00,7.5,13.0,5.5,7.0
970,철원장흥,2021-12-04 14:00,7.4,13.0,5.5,7.1
970,철원장흥,2021-12-04 15:00,7.5,12.9,5.5,7.1
970,철원장흥,2021-12-04 16:00,7.6,12.9,5.5,7.1
970,철원장흥,2021-12-04 17:00,7.6,12.9,5.4,7.1
970,철원장흥,2021-12-04 18:00,7.7,12.8,5.4,7.0
970,철원장흥,2021-12-04 19:00,7.7,12.8,5.4,7.0
970,철원장흥,2021-12-04 20:00,7.7,12.8,5.4,7.0
970,철원장흥,2021-12-04 21:00,7.7,12.8,5.4,7.0
970,철원장흥,2021-12-04 22:00,7.8,12.8,5.4,7.0
970,철원장흥,2021-12-04 23:00,7.8,12.8,5.4,6.9
970,철원장흥,2021-12-05 00:00,7.8,12.7,5.4,6.9
970,철원장흥,2021-12-05 01:00,7.8,12.7,5.4,6.8
970,철원장흥,2021-12-05 02:00,7.8,12.7,5.4,6.8
970,철원장흥,2021-12-05 03:00,7.7,12.6,5.4,6.7
970,철원장흥,2021-12-05 04:00,7.7,12.6,5.4,6.7
970,철원장흥,2021-12-05 05:00,7.6,12.6,5.4,6.7
970,철원장흥,2021-12-05 06:00,7.5,12.6,5.4,6.6
970,철원장흥,2021-12-05 07:00,7.4,12.6,5.4,6.6
970,철원장흥,2021-12-05 08:00,7.3,12.5,5.4,6.6
970,철원장흥,2021-12-05 09:00,7.1,12.5,5.3,6.6
970,철원장흥,2021-12-05 10:00,7.1,12.5,5.3,6.6
970,철원장흥,2021-12-05 11:00,7.0,12.5,5.3,6.6
970,철원장흥,2021-12-05 12:00,7.0,12.4,5.3,6.6
970,철원장흥,2021-12-05 13:00,7.0,12.4,5.3,6.7
970,철원장흥,2021-12-05 14:00,7.0,12.4,5.3,6.8
970,철원장흥,2021-12-05 15:00,7.2,12.4,5.3,6.8
970,철원장흥,2021-12-05 16:00,7.4,12.4,5.3,6.8
970,철원장흥,2021-12-05 17:00,7.5,12.3,5.3,6.8
970,철원장흥,2021-12-05 18:00,7.6,12.3,5.3,6.8
970,철원장흥,2021-12-05 19:00,7.6,12.3,5.3,6.8
970,철원장흥,2021-12-05 20:00,7.7,12.3,5.3,6.8
970,철원장흥,2021-12-05 21:00,7.7,12.3,5.3,6.8
970,철원장흥,2021-12-05 22:00,7.7,12.3,5.3,6.8
970,철원장흥,2021-12-05 23:00,7.7,12.3,5.3,6.7
970,철원장흥,2021-12-06 00:00,7.7,12.3,5.3,6.7
970,철원장흥,2021-12-06 01:00,7.7,12.3,5.3,6.7
970,철원장흥,2021-12-06 02:00,7.7,12.3,5.3,6.6
970,철원장흥,2021-12-06 03:00,7.7,12.2,5.3,6.6
970,철원장흥,2021-12-06 04:00,7.7,12.2,5.2,6.5
970,철원장흥,2021-12-06 05:00,7.6,12.2,5.2,6.5
970,철원장흥,2021-12-06 06:00,7.6,12.2,5.2,6.4
970,철원장흥,2021-12-06 07:00,7.5,12.1,5.2,6.4
970,철원장흥,2021-12-06 08:00,7.4,12.1,5.2,6.4
970,철원장흥,2021-12-06 09:00,7.3,12.1,5.2,6.4
970,철원장흥,2021-12-06 10:00,7.3,12.1,5.2,6.4
970,철원장흥,2021-12-06 11:00,7.2,12.1,5.2,6.4
970,철원장흥,2021-12-06 12:00,7.2,12.1,5.2,6.5
970,철원장흥,2021-12-06 13:00,7.1,12.1,5.2,6.6
970,철원장흥,2021-12-06 14:00,7.1,12.1,5.2,6.6
970,철원장흥,2021-12-06 15:00,7.3,12.0,5.2,6.6
970,철원장흥,2021-12-06 16:00,7.4,12.0,5.2,6.6
970,철원장흥,2021-12-06 17:00,7.5,12.0,5.2,6.6
970,철원장흥,2021-12-06 18:00,7.6,12.0,5.2,6.6
970,철원장흥,2021-12-06 19:00,7.7,12.0,5.2,6.6
970,철원장흥,2021-12-06 20:00,7.8,12.0,5.2,6.6
970,철원장흥,2021-12-06 21:00,7.8,12.0,5.2,6.6
970,철원장흥,2021-12-06 22:00,7.8,12.0,5.2,6.6
970,철원장흥,2021-12-06 23:00,7.8,12.0,5.2,6.6
970,철원장흥,2021-12-07 01:00,7.9,12.1,5.2,6.6
970,철원장흥,2021-12-07 02:00,7.9,12.1,5.2,6.6
970,철원장흥,2021-12-07 03:00,7.8,12.1,5.2,6.6
970,철원장흥,2021-12-07 04:00,7.8,12.1,5.2,6.5
970,철원장흥,2021-12-07 05:00,7.8,12.1,5.2,6.5
970,철원장흥,2021-12-07 06:00,7.8,12.1,5.2,6.5
970,철원장흥,2021-12-07 07:00,7.8,12.1,5.2,6.5
970,철원장흥,2021-12-07 08:00,7.8,12.1,5.2,6.5
970,철원장흥,2021-12-07 09:00,7.7,12.1,5.2,6.5
970,철원장흥,2021-12-07 10:00,7.7,12.1,5.2,6.5
970,철원장흥,2021-12-07 11:00,7.6,12.1,5.2,6.6
970,철원장흥,2021-12-07 12:00,7.7,12.1,5.2,6.6
970,철원장흥,2021-12-07 13:00,7.8,12.1,5.2,6.6
970,철원장흥,2021-12-07 14:00,7.9,12.1,5.2,6.6
970,철원장흥,2021-12-07 15:00,8.0,12.1,5.2,6.6
970,철원장흥,2021-12-07 16:00,8.1,12.2,5.2,6.6
970,철원장흥,2021-12-07 17:00,8.1,12.2,5.2,6.6
970,철원장흥,2021-12-07 18:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-07 19:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-07 20:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-07 21:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-07 22:00,8.2,12.3,5.2,6.6
970,철원장흥,2021-12-07 23:00,8.2,12.3,5.2,6.6
970,철원장흥,2021-12-08 00:00,8.2,12.3,5.2,6.6
970,철원장흥,2021-12-08 01:00,8.2,12.3,5.2,6.6
970,철원장흥,2021-12-08 02:00,8.2,12.3,5.2,6.5
970,철원장흥,2021-12-08 03:00,8.1,12.3,5.2,6.5
970,철원장흥,2021-12-08 04:00,8.1,12.3,5.2,6.5
970,철원장흥,2021-12-08 05:00,8.1,12.3,5.2,6.5
970,철원장흥,2021-12-08 06:00,8.1,12.3,5.2,6.5
970,철원장흥,2021-12-08 07:00,8.0,12.3,5.2,6.5
970,철원장흥,2021-12-08 08:00,8.0,12.2,5.2,6.5
970,철원장흥,2021-12-08 09:00,8.0,12.2,5.2,6.4
970,철원장흥,2021-12-08 10:00,7.9,12.2,5.2,6.5
970,철원장흥,2021-12-08 11:00,7.9,12.3,5.2,6.5
970,철원장흥,2021-12-08 12:00,7.9,12.3,5.2,6.5
970,철원장흥,2021-12-08 13:00,7.9,12.2,5.2,6.6
970,철원장흥,2021-12-08 14:00,8.1,12.2,5.2,6.6
970,철원장흥,2021-12-08 15:00,8.1,12.2,5.2,6.6
970,철원장흥,2021-12-08 16:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-08 17:00,8.2,12.3,5.2,6.6
970,철원장흥,2021-12-08 18:00,8.2,12.3,5.2,6.6
970,철원장흥,2021-12-08 19:00,8.3,12.3,5.2,6.6
970,철원장흥,2021-12-08 20:00,8.3,12.3,5.2,6.6
970,철원장흥,2021-12-08 21:00,8.3,12.3,5.2,6.5
970,철원장흥,2021-12-08 22:00,8.3,12.3,5.2,6.5
970,철원장흥,2021-12-08 23:00,8.3,12.3,5.2,6.6
970,철원장흥,2021-12-09 00:00,8.3,12.3,5.2,6.6
970,철원장흥,2021-12-09 01:00,8.3,12.3,5.2,6.6
970,철원장흥,2021-12-09 02:00,8.3,12.3,5.2,6.5
970,철원장흥,2021-12-09 03:00,8.3,12.3,5.2,6.5
970,철원장흥,2021-12-09 04:00,8.3,12.3,5.2,6.5
970,철원장흥,2021-12-09 05:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-09 06:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-09 07:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-09 08:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-09 09:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-09 10:00,8.1,12.2,5.2,6.5
970,철원장흥,2021-12-09 11:00,8.1,12.2,5.2,6.5
970,철원장흥,2021-12-09 12:00,8.1,12.2,5.2,6.5
970,철원장흥,2021-12-09 13:00,8.1,12.2,5.2,6.5
970,철원장흥,2021-12-09 14:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-09 15:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-09 16:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-09 17:00,8.3,12.2,5.2,6.6
970,철원장흥,2021-12-09 18:00,8.3,12.2,5.2,6.6
970,철원장흥,2021-12-09 19:00,8.3,12.2,5.2,6.6
970,철원장흥,2021-12-09 20:00,8.3,12.2,5.2,6.6
970,철원장흥,2021-12-09 21:00,8.3,12.2,5.2,6.6
970,철원장흥,2021-12-09 22:00,8.3,12.2,5.2,6.6
970,철원장흥,2021-12-09 23:00,8.3,12.2,5.2,6.5
970,철원장흥,2021-12-10 00:00,8.3,12.2,5.2,6.5
970,철원장흥,2021-12-10 01:00,8.3,12.2,5.2,6.5
970,철원장흥,2021-12-10 02:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-10 03:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-10 04:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-10 05:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-10 06:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-10 07:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-10 08:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-10 09:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-10 10:00,8.2,12.2,5.2,6.5
970,철원장흥,2021-12-10 11:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-10 12:00,8.2,12.2,5.2,6.6
970,철원장흥,2021-12-10 13:00,8.3,12.2,5.2,6.6
970,철원장흥,2021-12-10 14:00,8.3,12.3,5.2,6.6
970,철원장흥,2021-12-10 15:00,8.3,12.3,5.2,6.6
970,철원장흥,2021-12-10 16:00,8.3,12.3,5.2,6.6
970,철원장흥,2021-12-10 17:00,8.4,12.3,5.2,6.6
970,철원장흥,2021-12-10 18:00,8.4,12.3,5.2,6.6
970,철원장흥,2021-12-10 19:00,8.4,12.3,5.2,6.6
970,철원장흥,2021-12-10 20:00,8.4,12.3,5.2,6.6
970,철원장흥,2021-12-10 21:00,8.4,12.3,5.2,6.6
970,철원장흥,2021-12-10 22:00,8.4,12.3,5.2,6.6
970,철원장흥,2021-12-10 23:00,8.4,12.3,5.2,6.6
970,철원장흥,2021-12-11 00:00,8.4,12.3,5.2,6.6
970,철원장흥,2021-12-11 01:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 02:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 03:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 04:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 05:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 06:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 07:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 08:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 09:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 10:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 11:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 12:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 13:00,8.4,12.4,5.2,6.6
970,철원장흥,2021-12-11 14:00,8.4,12.5,5.2,6.6
970,철원장흥,2021-12-11 15:00,8.4,12.5,5.2,6.6
970,철원장흥,2021-12-11 16:00,8.4,12.5,5.3,6.6
970,철원장흥,2021-12-11 17:00,8.4,12.5,5.3,6.6
970,철원장흥,2021-12-11 18:00,8.4,12.5,5.2,6.6
970,철원장흥,2021-12-11 19:00,8.4,12.5,5.2,6.6
970,철원장흥,2021-12-11 20:00,8.4,12.5,5.2,6.6
970,철원장흥,2021-12-11 21:00,8.4,12.5,5.2,6.6
970,철원장흥,2021-12-11 22:00,8.3,12.5,5.3,6.6
970,철원장흥,2021-12-11 23:00,8.3,12.5,5.3,6.6
970,철원장흥,2021-12-12 00:00,8.3,12.5,5.3,6.6
970,철원장흥,2021-12-12 01:00,8.3,12.4,5.2,6.6
970,철원장흥,2021-12-12 02:00,8.2,12.4,5.2,6.6
970,철원장흥,2021-12-12 03:00,8.2,12.4,5.2,6.5
970,철원장흥,2021-12-12 04:00,8.2,12.4,5.3,6.5
970,철원장흥,2021-12-12 05:00,8.1,12.4,5.3,6.5
970,철원장흥,2021-12-12 06:00,8.1,12.4,5.3,6.5
970,철원장흥,2021-12-12 07:00,8.1,12.4,5.2,6.5
970,철원장흥,2021-12-12 08:00,8.1,12.4,5.3,6.5
970,철원장흥,2021-12-12 09:00,8.1,12.4,5.2,6.5
970,철원장흥,2021-12-12 10:00,8.0,12.4,5.3,6.5
970,철원장흥,2021-12-12 11:00,8.0,12.4,5.2,6.6
970,철원장흥,2021-12-12 12:00,8.0,12.4,5.2,6.5
970,철원장흥,2021-12-12 13:00,8.0,12.4,5.2,6.5
970,철원장흥,2021-12-12 14:00,8.1,12.4,5.2,6.5
970,철원장흥,2021-12-12 15:00,8.1,12.3,5.2,6.5
