일자,10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%),,일자,10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%)
2021-11-26 0:00,21.4,22.19090909,21.8,24.37272727,,2021-11-26 0:00,21.4,22.19090909,21.8,24.37272727
2021-11-26 1:00,21.32727273,22.17272727,21.9,24.38181818,,2021-11-26 1:00,21.32727273,22.17272727,21.9,24.38181818
2021-11-26 2:00,21.28181818,22.12727273,21.74545455,24.37272727,,2021-11-26 2:00,21.28181818,22.12727273,21.74545455,24.37272727
2021-11-26 3:00,21.22727273,22.10909091,21.71818182,24.37272727,,2021-11-26 3:00,21.22727273,22.10909091,21.71818182,24.37272727
2021-11-26 4:00,21.16363636,22.07272727,21.7,24.36363636,,2021-11-26 4:00,21.16363636,22.07272727,21.7,24.36363636
2021-11-26 5:00,21.1,22.06363636,21.68181818,24.36363636,,2021-11-26 5:00,21.1,22.06363636,21.68181818,24.36363636
2021-11-26 6:00,21.04545455,22.05454545,21.69090909,24.36363636,,2021-11-26 6:00,21.04545455,22.05454545,21.69090909,24.36363636
2021-11-26 7:00,20.99090909,22.03636364,21.6,24.36363636,,2021-11-26 7:00,20.99090909,22.03636364,21.6,24.36363636
2021-11-26 8:00,20.93636364,22.00909091,21.54545455,24.35454545,,2021-11-26 8:00,20.93636364,22.00909091,21.54545455,24.35454545
2021-11-26 9:00,20.94545455,22.01818182,21.52727273,24.35454545,,2021-11-26 9:00,20.94545455,22.01818182,21.52727273,24.35454545
2021-11-26 10:00,20.92727273,22.15454545,21.59090909,24.35454545,,2021-11-26 10:00,20.92727273,22.15454545,21.59090909,24.35454545
2021-11-26 11:00,20.97272727,22.07272727,21.55454545,24.37272727,,2021-11-26 11:00,20.97272727,22.07272727,21.55454545,24.37272727
2021-11-26 12:00,21.03636364,22.03636364,21.55454545,24.37272727,,2021-11-26 12:00,21.03636364,22.03636364,21.55454545,24.37272727
2021-11-26 13:00,21.03636364,22.04545455,21.51818182,24.35454545,,2021-11-26 13:00,21.03636364,22.04545455,21.51818182,24.35454545
2021-11-26 14:00,21.10909091,22.05454545,21.51818182,24.35454545,,2021-11-26 14:00,21.10909091,22.05454545,21.51818182,24.35454545
2021-11-26 15:00,21.06363636,22.06363636,21.51818182,24.35454545,,2021-11-26 15:00,21.06363636,22.06363636,21.51818182,24.35454545
2021-11-26 16:00,21.08181818,22.02727273,21.58181818,24.36363636,,2021-11-26 16:00,21.08181818,22.02727273,21.58181818,24.36363636
2021-11-26 17:00,21.05454545,22.09090909,21.56363636,24.32727273,,2021-11-26 17:00,21.05454545,22.09090909,21.56363636,24.32727273
2021-11-26 18:00,21.06363636,22.01818182,21.55454545,24.32727273,,2021-11-26 18:00,21.06363636,22.01818182,21.55454545,24.32727273
2021-11-26 19:00,21.08181818,21.90909091,21.54545455,24.33636364,,2021-11-26 19:00,21.08181818,21.90909091,21.54545455,24.33636364
2021-11-26 20:00,21.08181818,22.05454545,21.58181818,24.32727273,,2021-11-26 20:00,21.08181818,22.05454545,21.58181818,24.32727273
2021-11-26 21:00,21.09090909,21.96363636,21.58181818,24.32727273,,2021-11-26 21:00,21.09090909,21.96363636,21.58181818,24.32727273
2021-11-26 22:00,21.07272727,22.02727273,21.65454545,24.33636364,,2021-11-26 22:00,21.07272727,22.02727273,21.65454545,24.33636364
2021-11-26 23:00,21.03636364,21.88181818,21.69090909,24.32727273,,2021-11-26 23:00,21.03636364,21.88181818,21.69090909,24.32727273
2021-11-27 0:00,20.99090909,21.87272727,21.67272727,24.32727273,,2021-11-27 0:00,20.99090909,21.87272727,21.67272727,24.32727273
2021-11-27 1:00,20.91818182,22,21.63636364,24.32727273,,2021-11-27 1:00,20.91818182,22,21.63636364,24.32727273
2021-11-27 2:00,20.86363636,21.92727273,21.61818182,24.31818182,,2021-11-27 2:00,20.86363636,21.92727273,21.61818182,24.31818182
2021-11-27 3:00,20.8,21.93636364,21.59090909,24.31818182,,2021-11-27 3:00,20.8,21.93636364,21.59090909,24.31818182
2021-11-27 4:00,20.73636364,21.80909091,21.41818182,24.32727273,,2021-11-27 4:00,20.73636364,21.80909091,21.41818182,24.32727273
2021-11-27 5:00,20.70909091,21.79090909,21.5,24.32727273,,2021-11-27 5:00,20.70909091,21.79090909,21.5,24.32727273
2021-11-27 6:00,20.66363636,21.79090909,21.49090909,24.32727273,,2021-11-27 6:00,20.66363636,21.79090909,21.49090909,24.32727273
2021-11-27 7:00,20.58181818,21.79090909,21.47272727,24.30909091,,2021-11-27 7:00,20.58181818,21.79090909,21.47272727,24.30909091
2021-11-27 8:00,20.54545455,21.77272727,21.32727273,24.30909091,,2021-11-27 8:00,20.54545455,21.77272727,21.32727273,24.30909091
2021-11-27 9:00,20.53636364,21.75454545,21.44545455,24.3,,2021-11-27 9:00,20.53636364,21.75454545,21.44545455,24.3
2021-11-27 10:00,20.59090909,21.75454545,21.40909091,24.28181818,,2021-11-27 10:00,20.59090909,21.75454545,21.40909091,24.28181818
2021-11-27 11:00,20.6,21.72727273,21.42727273,24.29090909,,2021-11-27 11:00,20.6,21.72727273,21.42727273,24.29090909
2021-11-27 12:00,20.65454545,21.72727273,21.37272727,24.29090909,,2021-11-27 12:00,20.65454545,21.72727273,21.37272727,24.29090909
2021-11-27 13:00,20.76363636,21.7,21.17272727,24.28181818,,2021-11-27 13:00,20.76363636,21.7,21.17272727,24.28181818
2021-11-27 14:00,20.84545455,21.70909091,21.34545455,24.28181818,,2021-11-27 14:00,20.84545455,21.70909091,21.34545455,24.28181818
2021-11-27 15:00,20.85454545,21.68181818,21.28181818,24.28181818,,2021-11-27 15:00,20.85454545,21.68181818,21.28181818,24.28181818
2021-11-27 16:00,20.85454545,21.77272727,21.37272727,24.28181818,,2021-11-27 16:00,20.85454545,21.77272727,21.37272727,24.28181818
2021-11-27 17:00,20.87272727,21.77272727,21.34545455,24.28181818,,2021-11-27 17:00,20.87272727,21.77272727,21.34545455,24.28181818
2021-11-27 18:00,20.90909091,21.77272727,21.35454545,24.28181818,,2021-11-27 18:00,20.90909091,21.77272727,21.35454545,24.28181818
2021-11-27 19:00,20.92727273,21.81818182,21.35454545,24.28181818,,2021-11-27 19:00,20.92727273,21.81818182,21.35454545,24.28181818
2021-11-27 20:00,20.94545455,21.67272727,21.32727273,24.28181818,,2021-11-27 20:00,20.94545455,21.67272727,21.32727273,24.28181818
2021-11-27 21:00,20.93636364,21.74545455,21.3,24.29090909,,2021-11-27 21:00,20.93636364,21.74545455,21.3,24.29090909
2021-11-27 22:00,20.88181818,21.77272727,21.14545455,24.29090909,,2021-11-27 22:00,20.88181818,21.77272727,21.14545455,24.29090909
2021-11-27 23:00,20.83636364,21.75454545,21.24545455,24.29090909,,2021-11-27 23:00,20.83636364,21.75454545,21.24545455,24.29090909
2021-11-28 0:00,20.79090909,21.74545455,21.22727273,24.29090909,,2021-11-28 0:00,20.79090909,21.74545455,21.22727273,24.29090909
2021-11-28 1:00,20.71818182,21.73636364,21.19090909,24.28181818,,2021-11-28 1:00,20.71818182,21.73636364,21.19090909,24.28181818
2021-11-28 2:00,20.64545455,21.73636364,21.09090909,24.27272727,,2021-11-28 2:00,20.64545455,21.73636364,21.09090909,24.27272727
2021-11-28 3:00,20.59090909,21.71818182,21.08181818,24.27272727,,2021-11-28 3:00,20.59090909,21.71818182,21.08181818,24.27272727
2021-11-28 4:00,20.59090909,21.69090909,21.07272727,24.26363636,,2021-11-28 4:00,20.59090909,21.69090909,21.07272727,24.26363636
2021-11-28 5:00,20.51818182,21.65454545,21.14545455,24.23636364,,2021-11-28 5:00,20.51818182,21.65454545,21.14545455,24.23636364
2021-11-28 6:00,20.5,21.66363636,21.2,24.23636364,,2021-11-28 6:00,20.5,21.66363636,21.2,24.23636364
2021-11-28 7:00,20.41818182,21.62727273,21.16363636,24.23636364,,2021-11-28 7:00,20.41818182,21.62727273,21.16363636,24.23636364
2021-11-28 8:00,20.38181818,21.59090909,21.09090909,24.23636364,,2021-11-28 8:00,20.38181818,21.59090909,21.09090909,24.23636364
2021-11-28 9:00,20.5,21.59090909,21.14545455,24.24545455,,2021-11-28 9:00,20.5,21.59090909,21.14545455,24.24545455
2021-11-28 10:00,20.55454545,21.57272727,21.14545455,24.24545455,,2021-11-28 10:00,20.55454545,21.57272727,21.14545455,24.24545455
2021-11-28 11:00,20.59090909,21.55454545,21.28181818,24.25454545,,2021-11-28 11:00,20.59090909,21.55454545,21.28181818,24.25454545
2021-11-28 12:00,20.65454545,21.58181818,21.26363636,24.26363636,,2021-11-28 12:00,20.65454545,21.58181818,21.26363636,24.26363636
2021-11-28 13:00,20.69090909,21.57272727,21.18181818,24.25454545,,2021-11-28 13:00,20.69090909,21.57272727,21.18181818,24.25454545
2021-11-28 14:00,20.72727273,21.6,21.18181818,24.25454545,,2021-11-28 14:00,20.72727273,21.6,21.18181818,24.25454545
2021-11-28 15:00,20.77272727,21.58181818,21.18181818,24.25454545,,2021-11-28 15:00,20.77272727,21.58181818,21.18181818,24.25454545
2021-11-28 16:00,20.8,21.57272727,21.14545455,24.23636364,,2021-11-28 16:00,20.8,21.57272727,21.14545455,24.23636364
2021-11-28 17:00,20.8,21.55454545,21.15454545,24.24545455,,2021-11-28 17:00,20.8,21.55454545,21.15454545,24.24545455
2021-11-28 18:00,20.80909091,21.60909091,21.24545455,24.24545455,,2021-11-28 18:00,20.80909091,21.60909091,21.24545455,24.24545455
2021-11-28 19:00,20.86363636,21.60909091,21.23636364,24.24545455,,2021-11-28 19:00,20.86363636,21.60909091,21.23636364,24.24545455
2021-11-28 20:00,20.86363636,21.6,21.25454545,24.24545455,,2021-11-28 20:00,20.86363636,21.6,21.25454545,24.24545455
2021-11-28 21:00,20.9,21.57272727,21.22727273,24.24545455,,2021-11-28 21:00,20.9,21.57272727,21.22727273,24.24545455
2021-11-28 22:00,20.9,21.56363636,21.23636364,24.24545455,,2021-11-28 22:00,20.9,21.56363636,21.23636364,24.24545455
2021-11-28 23:00,20.9,21.56363636,21.25454545,24.24545455,,2021-11-28 23:00,20.9,21.56363636,21.25454545,24.24545455
2021-11-29 0:00,20.86363636,21.49090909,21.2,24.24545455,,2021-11-29 0:00,20.86363636,21.49090909,21.2,24.24545455
2021-11-29 1:00,20.83636364,21.56363636,21.21818182,24.24545455,,2021-11-29 1:00,20.83636364,21.56363636,21.21818182,24.24545455
2021-11-29 2:00,20.83636364,21.57272727,21.21818182,24.24545455,,2021-11-29 2:00,20.83636364,21.57272727,21.21818182,24.24545455
2021-11-29 3:00,20.8,21.57272727,21.24545455,24.24545455,,2021-11-29 3:00,20.8,21.57272727,21.24545455,24.24545455
2021-11-29 4:00,20.72727273,21.48181818,21.18181818,24.24545455,,2021-11-29 4:00,20.72727273,21.48181818,21.18181818,24.24545455
2021-11-29 5:00,20.67272727,21.55454545,21.23636364,24.24545455,,2021-11-29 5:00,20.67272727,21.55454545,21.23636364,24.24545455
2021-11-29 6:00,20.62727273,21.54545455,21.21818182,24.23636364,,2021-11-29 6:00,20.62727273,21.54545455,21.21818182,24.23636364
2021-11-29 7:00,20.59090909,21.46363636,21.22727273,24.22727273,,2021-11-29 7:00,20.59090909,21.46363636,21.22727273,24.22727273
2021-11-29 8:00,20.56363636,21.43636364,21.20909091,24.22727273,,2021-11-29 8:00,20.56363636,21.43636364,21.20909091,24.22727273
2021-11-29 9:00,20.54545455,21.48181818,21.19090909,24.22727273,,2021-11-29 9:00,20.54545455,21.48181818,21.19090909,24.22727273
2021-11-29 10:00,20.28181818,21.15454545,20.57272727,23.59090909,,2021-11-29 10:00,20.28181818,21.15454545,20.57272727,23.59090909
2021-11-29 11:00,20.6,21.44545455,21.14545455,24.22727273,,2021-11-29 11:00,20.6,21.44545455,21.14545455,24.22727273
2021-11-29 12:00,20.66363636,21.42727273,21.13636364,24.22727273,,2021-11-29 12:00,20.66363636,21.42727273,21.13636364,24.22727273
2021-11-29 13:00,20.71818182,21.44545455,21.14545455,24.20909091,,2021-11-29 13:00,20.71818182,21.44545455,21.14545455,24.20909091
2021-11-29 14:00,19.42727273,20,18.71818182,21.1,,2021-11-29 14:00,19.42727273,20,18.71818182,21.1
2021-11-29 15:00,19.73636364,20.09090909,18.68181818,21.09090909,,2021-11-29 15:00,19.73636364,20.09090909,18.68181818,21.09090909
2021-11-29 16:00,19.74545455,20.07272727,18.71818182,21.1,,2021-11-29 16:00,19.74545455,20.07272727,18.71818182,21.1
2021-11-29 17:00,19.73636364,20.08181818,18.7,21.1,,2021-11-29 17:00,19.73636364,20.08181818,18.7,21.1
2021-11-29 18:00,19.77272727,20.1,18.7,21.1,,2021-11-29 18:00,19.77272727,20.1,18.7,21.1
2021-11-29 19:00,19.78181818,20.09090909,18.7,21.1,,2021-11-29 19:00,19.78181818,20.09090909,18.7,21.1
2021-11-29 20:00,19.81818182,20.05454545,18.64545455,21.1,,2021-11-29 20:00,19.81818182,20.05454545,18.64545455,21.1
2021-11-29 21:00,19.80909091,20.03636364,18.74545455,21.1,,2021-11-29 21:00,19.80909091,20.03636364,18.74545455,21.1
2021-11-29 22:00,19.89090909,20.1,18.72727273,21.1,,2021-11-29 22:00,19.89090909,20.1,18.72727273,21.1
2021-11-29 23:00,19.87272727,19.99090909,18.62727273,21.1,,2021-11-29 23:00,19.87272727,19.99090909,18.62727273,21.1
2021-11-30 1:00,19.9,19.99090909,18.51818182,21.10909091,,2021-11-30 0:00,,,,
2021-11-30 2:00,19.88181818,19.96363636,18.57272727,21.10909091,,2021-11-30 1:00,19.9,19.99090909,18.51818182,21.10909091
2021-11-30 3:00,19.88181818,19.95454545,18.57272727,21.1,,2021-11-30 2:00,19.88181818,19.96363636,18.57272727,21.10909091
2021-11-30 4:00,19.92727273,19.94545455,18.56363636,21.1,,2021-11-30 3:00,19.88181818,19.95454545,18.57272727,21.1
2021-11-30 5:00,20.24545455,19.98181818,18.56363636,21.1,,2021-11-30 4:00,19.92727273,19.94545455,18.56363636,21.1
2021-11-30 6:00,20.3,20.43636364,18.53636364,21.10909091,,2021-11-30 5:00,20.24545455,19.98181818,18.56363636,21.1
2021-11-30 7:00,21.26363636,20.93636364,19.09090909,21.17272727,,2021-11-30 6:00,20.3,20.43636364,18.53636364,21.10909091
2021-11-30 8:00,22.27272727,21.82727273,20.37272727,22.00909091,,2021-11-30 7:00,21.26363636,20.93636364,19.09090909,21.17272727
2021-11-30 9:00,23.27272727,22.66363636,20.65454545,22.2,,2021-11-30 8:00,22.27272727,21.82727273,20.37272727,22.00909091
2021-11-30 10:00,24.28181818,23.32727273,21.20909091,22.61818182,,2021-11-30 9:00,23.27272727,22.66363636,20.65454545,22.2
2021-11-30 11:00,24.43636364,23.78181818,22,22.9,,2021-11-30 10:00,24.28181818,23.32727273,21.20909091,22.61818182
2021-11-30 12:00,25.68181818,24.4,22.41818182,26.48181818,,2021-11-30 11:00,24.43636364,23.78181818,22,22.9
2021-11-30 13:00,25.29090909,24.36363636,25.56363636,26.63636364,,2021-11-30 12:00,25.68181818,24.4,22.41818182,26.48181818
2021-11-30 14:00,25.13636364,24.33636364,25.64545455,26.64545455,,2021-11-30 13:00,25.29090909,24.36363636,25.56363636,26.63636364
2021-11-30 15:00,24.94545455,25.17272727,25.31818182,26.64545455,,2021-11-30 14:00,25.13636364,24.33636364,25.64545455,26.64545455
2021-11-30 16:00,24.84545455,25.27272727,25.03636364,26.61818182,,2021-11-30 15:00,24.94545455,25.17272727,25.31818182,26.64545455
2021-11-30 17:00,24.7,25.04545455,24.79090909,26.54545455,,2021-11-30 16:00,24.84545455,25.27272727,25.03636364,26.61818182
2021-11-30 18:00,24.7,24.86363636,24.66363636,26.44545455,,2021-11-30 17:00,24.7,25.04545455,24.79090909,26.54545455
2021-11-30 19:00,24.59090909,24.37272727,24.6,26.33636364,,2021-11-30 18:00,24.7,24.86363636,24.66363636,26.44545455
2021-11-30 20:00,24.49090909,24.10909091,24.59090909,26.26363636,,2021-11-30 19:00,24.59090909,24.37272727,24.6,26.33636364
2021-11-30 21:00,24.41818182,23.93636364,24.53636364,26.24545455,,2021-11-30 20:00,24.49090909,24.10909091,24.59090909,26.26363636
2021-11-30 22:00,24.26363636,23.76363636,24.07272727,26.2,,2021-11-30 21:00,24.41818182,23.93636364,24.53636364,26.24545455
2021-11-30 23:00,24.20909091,23.63636364,23.12727273,26.18181818,,2021-11-30 22:00,24.26363636,23.76363636,24.07272727,26.2
2021-12-01 1:00,24.05454545,23.43636364,22,26.1,,2021-11-30 23:00,24.20909091,23.63636364,23.12727273,26.18181818
2021-12-01 2:00,23.97272727,23.33636364,21.50909091,26.07272727,,2021-12-01 0:00,,,,
2021-12-01 3:00,23.84545455,23.24545455,21.40909091,26.04545455,,2021-12-01 1:00,24.05454545,23.43636364,22,26.1
2021-12-01 4:00,23.79090909,23.18181818,21.26363636,26.02727273,,2021-12-01 2:00,23.97272727,23.33636364,21.50909091,26.07272727
2021-12-01 5:00,23.60909091,23.12727273,21.22727273,26.00909091,,2021-12-01 3:00,23.84545455,23.24545455,21.40909091,26.04545455
2021-12-01 6:00,23.45454545,23.03636364,21.18181818,26,,2021-12-01 4:00,23.79090909,23.18181818,21.26363636,26.02727273
2021-12-01 7:00,23.3,22.97272727,21.14545455,25.98181818,,2021-12-01 5:00,23.60909091,23.12727273,21.22727273,26.00909091
2021-12-01 8:00,23.14545455,22.91818182,21.1,25.95454545,,2021-12-01 6:00,23.45454545,23.03636364,21.18181818,26
2021-12-01 9:00,23.05454545,22.85454545,21.08181818,25.94545455,,2021-12-01 7:00,23.3,22.97272727,21.14545455,25.98181818
2021-12-01 10:00,22.99090909,22.75454545,21.06363636,25.94545455,,2021-12-01 8:00,23.14545455,22.91818182,21.1,25.95454545
2021-12-01 11:00,22.97272727,22.71818182,21.02727273,25.92727273,,2021-12-01 9:00,23.05454545,22.85454545,21.08181818,25.94545455
2021-12-01 12:00,23,22.69090909,20.99090909,25.91818182,,2021-12-01 10:00,22.99090909,22.75454545,21.06363636,25.94545455
2021-12-01 13:00,22.99090909,22.65454545,20.97272727,25.9,,2021-12-01 11:00,22.97272727,22.71818182,21.02727273,25.92727273
2021-12-01 14:00,22.97272727,22.65454545,20.97272727,25.90909091,,2021-12-01 12:00,23,22.69090909,20.99090909,25.91818182
2021-12-01 15:00,22.96363636,22.63636364,20.97272727,25.89090909,,2021-12-01 13:00,22.99090909,22.65454545,20.97272727,25.9
2021-12-01 16:00,22.92727273,22.61818182,20.95454545,25.88181818,,2021-12-01 14:00,22.97272727,22.65454545,20.97272727,25.90909091
2021-12-01 17:00,22.88181818,22.6,20.93636364,25.84545455,,2021-12-01 15:00,22.96363636,22.63636364,20.97272727,25.89090909
2021-12-01 18:00,22.8,22.6,20.90909091,25.82727273,,2021-12-01 16:00,22.92727273,22.61818182,20.95454545,25.88181818
2021-12-01 19:00,22.67272727,22.60909091,20.89090909,25.79090909,,2021-12-01 17:00,22.88181818,22.6,20.93636364,25.84545455
2021-12-01 20:00,22.59090909,22.62727273,21.02727273,25.78181818,,2021-12-01 18:00,22.8,22.6,20.90909091,25.82727273
2021-12-01 21:00,22.49090909,22.58181818,20.90909091,25.75454545,,2021-12-01 19:00,22.67272727,22.60909091,20.89090909,25.79090909
2021-12-01 22:00,22.34545455,22.51818182,20.92727273,25.73636364,,2021-12-01 20:00,22.59090909,22.62727273,21.02727273,25.78181818
2021-12-01 23:00,22.23636364,22.5,20.9,25.72727273,,2021-12-01 21:00,22.49090909,22.58181818,20.90909091,25.75454545
2021-12-02 0:00,22.1,22.48181818,20.86363636,25.7,,2021-12-01 22:00,22.34545455,22.51818182,20.92727273,25.73636364
2021-12-02 1:00,21.96363636,22.43636364,20.86363636,25.65454545,,2021-12-01 23:00,22.23636364,22.5,20.9,25.72727273
2021-12-02 2:00,21.84545455,22.41818182,20.86363636,25.66363636,,2021-12-02 0:00,22.1,22.48181818,20.86363636,25.7
2021-12-02 3:00,21.7,22.39090909,20.84545455,25.64545455,,2021-12-02 1:00,21.96363636,22.43636364,20.86363636,25.65454545
2021-12-02 4:00,21.58181818,22.37272727,20.92727273,25.58181818,,2021-12-02 2:00,21.84545455,22.41818182,20.86363636,25.66363636
2021-12-02 5:00,21.48181818,22.31818182,20.85454545,25.43636364,,2021-12-02 3:00,21.7,22.39090909,20.84545455,25.64545455
2021-12-02 6:00,21.35454545,22.42727273,20.87272727,25.16363636,,2021-12-02 4:00,21.58181818,22.37272727,20.92727273,25.58181818
2021-12-02 7:00,21.22727273,22.40909091,20.85454545,24.86363636,,2021-12-02 5:00,21.48181818,22.31818182,20.85454545,25.43636364
2021-12-02 8:00,21.12727273,22.36363636,20.80909091,24.45454545,,2021-12-02 6:00,21.35454545,22.42727273,20.87272727,25.16363636
2021-12-02 9:00,21.05454545,22.3,20.8,23.93636364,,2021-12-02 7:00,21.22727273,22.40909091,20.85454545,24.86363636
2021-12-02 10:00,21.09090909,22.23636364,20.79090909,23.49090909,,2021-12-02 8:00,21.12727273,22.36363636,20.80909091,24.45454545
2021-12-02 11:00,21.22727273,22.2,20.76363636,23.3,,2021-12-02 9:00,21.05454545,22.3,20.8,23.93636364
2021-12-02 12:00,21.32727273,22.20909091,20.74545455,23.21818182,,2021-12-02 10:00,21.09090909,22.23636364,20.79090909,23.49090909
2021-12-02 13:00,21.4,22.18181818,20.75454545,23.10909091,,2021-12-02 11:00,21.22727273,22.2,20.76363636,23.3
2021-12-02 14:00,21.45454545,22.16363636,20.72727273,23.01818182,,2021-12-02 12:00,21.32727273,22.20909091,20.74545455,23.21818182
2021-12-02 15:00,21.50909091,22.14545455,20.72727273,22.89090909,,2021-12-02 13:00,21.4,22.18181818,20.75454545,23.10909091
2021-12-02 16:00,21.52727273,22.1,20.7,22.65454545,,2021-12-02 14:00,21.45454545,22.16363636,20.72727273,23.01818182
2021-12-02 17:00,21.52727273,22.11818182,20.70909091,22.54545455,,2021-12-02 15:00,21.50909091,22.14545455,20.72727273,22.89090909
2021-12-02 18:00,21.57272727,22.08181818,20.68181818,22.33636364,,2021-12-02 16:00,21.52727273,22.1,20.7,22.65454545
2021-12-02 19:00,21.57272727,22.09090909,20.67272727,22.31818182,,2021-12-02 17:00,21.52727273,22.11818182,20.70909091,22.54545455
2021-12-02 20:00,21.56363636,22.02727273,20.65454545,22.23636364,,2021-12-02 18:00,21.57272727,22.08181818,20.68181818,22.33636364
2021-12-02 21:00,21.6,22.00909091,20.65454545,22.20909091,,2021-12-02 19:00,21.57272727,22.09090909,20.67272727,22.31818182
2021-12-02 22:00,21.58181818,22.09090909,20.60909091,22.21818182,,2021-12-02 20:00,21.56363636,22.02727273,20.65454545,22.23636364
2021-12-02 23:00,21.59090909,22.03636364,20.7,22.17272727,,2021-12-02 21:00,21.6,22.00909091,20.65454545,22.20909091
2021-12-03 0:00,21.60909091,22.06363636,20.60909091,22.15454545,,2021-12-02 22:00,21.58181818,22.09090909,20.60909091,22.21818182
2021-12-03 1:00,21.60909091,22.05454545,20.61818182,22.15454545,,2021-12-02 23:00,21.59090909,22.03636364,20.7,22.17272727
2021-12-03 2:00,21.62727273,22.01818182,20.68181818,22.14545455,,2021-12-03 0:00,21.60909091,22.06363636,20.60909091,22.15454545
2021-12-03 3:00,18.81818182,19.10909091,17.77272727,19.23636364,,2021-12-03 1:00,21.60909091,22.05454545,20.61818182,22.15454545
2021-12-03 4:00,21.82727273,21.99090909,20.63636364,22.12727273,,2021-12-03 2:00,21.62727273,22.01818182,20.68181818,22.14545455
2021-12-03 5:00,21.83636364,22.02727273,20.70909091,22.12727273,,2021-12-03 3:00,18.81818182,19.10909091,17.77272727,19.23636364
2021-12-03 6:00,21.81818182,22.02727273,20.70909091,22.09090909,,2021-12-03 4:00,21.82727273,21.99090909,20.63636364,22.12727273
2021-12-03 7:00,21.81818182,22.03636364,20.6,22.08181818,,2021-12-03 5:00,21.83636364,22.02727273,20.70909091,22.12727273
2021-12-03 8:00,21.80909091,22.05454545,20.65454545,22.05454545,,2021-12-03 6:00,21.81818182,22.02727273,20.70909091,22.09090909
2021-12-03 9:00,21.80909091,22,20.56363636,22.05454545,,2021-12-03 7:00,21.81818182,22.03636364,20.6,22.08181818
2021-12-03 10:00,21.83636364,22.00909091,20.55454545,22.06363636,,2021-12-03 8:00,21.80909091,22.05454545,20.65454545,22.05454545
2021-12-03 11:00,21.85454545,22.04545455,20.61818182,22.05454545,,2021-12-03 9:00,21.80909091,22,20.56363636,22.05454545
2021-12-03 12:00,21.88181818,22.01818182,20.64545455,22.02727273,,2021-12-03 10:00,21.83636364,22.00909091,20.55454545,22.06363636
2021-12-03 13:00,21.86363636,22.05454545,20.66363636,22.02727273,,2021-12-03 11:00,21.85454545,22.04545455,20.61818182,22.05454545
2021-12-03 14:00,21.94545455,22.03636364,20.65454545,22.03636364,,2021-12-03 12:00,21.88181818,22.01818182,20.64545455,22.02727273
2021-12-03 15:00,21.93636364,22.03636364,20.63636364,22.00909091,,2021-12-03 13:00,21.86363636,22.05454545,20.66363636,22.02727273
2021-12-03 16:00,21.96363636,22.02727273,20.64545455,22,,2021-12-03 14:00,21.94545455,22.03636364,20.65454545,22.03636364
2021-12-03 17:00,21.97272727,22.00909091,20.61818182,22,,2021-12-03 15:00,21.93636364,22.03636364,20.63636364,22.00909091
2021-12-03 18:00,21.95454545,22.06363636,20.7,22.01818182,,2021-12-03 16:00,21.96363636,22.02727273,20.64545455,22
2021-12-03 19:00,21.91818182,22.04545455,20.69090909,22.01818182,,2021-12-03 17:00,21.97272727,22.00909091,20.61818182,22
2021-12-03 20:00,21.84545455,22.04545455,20.7,22.01818182,,2021-12-03 18:00,21.95454545,22.06363636,20.7,22.01818182
2021-12-03 21:00,21.8,22.04545455,20.68181818,22.00909091,,2021-12-03 19:00,21.91818182,22.04545455,20.69090909,22.01818182
2021-12-03 22:00,21.68181818,21.93636364,20.64545455,21.97272727,,2021-12-03 20:00,21.84545455,22.04545455,20.7,22.01818182
2021-12-03 23:00,21.60909091,21.99090909,20.65454545,21.89090909,,2021-12-03 21:00,21.8,22.04545455,20.68181818,22.00909091
2021-12-04 1:00,21.39090909,21.88181818,20.7,21.86363636,,2021-12-03 22:00,21.68181818,21.93636364,20.64545455,21.97272727
2021-12-04 2:00,21.29090909,21.85454545,20.70909091,21.86363636,,2021-12-03 23:00,21.60909091,21.99090909,20.65454545,21.89090909
2021-12-04 3:00,21.2,21.87272727,20.7,21.85454545,,2021-12-04 0:00,,,,
2021-12-04 4:00,21.10909091,21.81818182,20.66363636,21.85454545,,2021-12-04 1:00,21.39090909,21.88181818,20.7,21.86363636
2021-12-04 5:00,21.04545455,21.77272727,20.67272727,21.83636364,,2021-12-04 2:00,21.29090909,21.85454545,20.70909091,21.86363636
2021-12-04 6:00,20.93636364,21.74545455,20.66363636,21.81818182,,2021-12-04 3:00,21.2,21.87272727,20.7,21.85454545
2021-12-04 7:00,20.82727273,21.78181818,20.6,21.80909091,,2021-12-04 4:00,21.10909091,21.81818182,20.66363636,21.85454545
2021-12-04 8:00,20.72727273,21.73636364,20.57272727,21.80909091,,2021-12-04 5:00,21.04545455,21.77272727,20.67272727,21.83636364
2021-12-04 9:00,20.78181818,21.71818182,20.67272727,21.8,,2021-12-04 6:00,20.93636364,21.74545455,20.66363636,21.81818182
2021-12-04 10:00,20.77272727,21.7,20.60909091,21.8,,2021-12-04 7:00,20.82727273,21.78181818,20.6,21.80909091
2021-12-04 11:00,20.89090909,21.67272727,20.55454545,21.80909091,,2021-12-04 8:00,20.72727273,21.73636364,20.57272727,21.80909091
