일자,5CM 정시 지중온도(°C),10CM 정시 지중온도(°C),20CM 정시 지중온도(°C),30CM 정시 지중온도(°C),0.5M 정시 지중온도(°C),1.0M 정시 지중온도(°C)
2021-11-26 0:00,5.3,5.8,6.3,11,12.2,16.1
2021-11-26 1:00,4.5,5.1,5.7,10.9,12.2,16.1
2021-11-26 2:00,3.8,4.4,5.1,10.8,12.2,16.1
2021-11-26 3:00,3.3,3.9,4.6,10.6,12.2,16
2021-11-26 4:00,3,3.5,4.2,10.4,12.2,16
2021-11-26 5:00,2.8,3.3,3.9,10.3,12.2,16.1
2021-11-26 6:00,2.8,3.1,3.7,10.1,12.1,16
2021-11-26 7:00,2.7,3.1,3.5,10,12.1,16
2021-11-26 8:00,2.4,2.8,3.3,9.7,11.9,15.9
2021-11-26 9:00,3.2,3,3.4,9.5,11.9,15.9
2021-11-26 10:00,4.7,4.3,3.9,9.4,11.9,15.9
2021-11-26 11:00,6.7,6.3,5.1,9.3,11.8,15.9
2021-11-26 12:00,8.8,8.4,6.7,9.3,11.8,15.9
2021-11-26 13:00,10.9,10.4,8.4,9.3,11.7,15.9
2021-11-26 14:00,12.4,12,9.8,9.5,11.7,15.9
2021-11-26 15:00,13.1,12.8,10.8,9.8,11.7,16
2021-11-26 16:00,12.7,12.5,11,10,11.7,16
2021-11-26 17:00,11.3,11.2,10.4,10.2,11.7,15.9
2021-11-26 18:00,9.2,9.5,9.4,10.5,11.7,15.9
2021-11-26 19:00,7.4,8,8.4,10.7,11.8,15.9
2021-11-26 20:00,6.1,6.8,7.4,10.8,11.8,16
2021-11-26 21:00,5,5.7,6.5,10.7,11.8,15.9
2021-11-26 22:00,4.2,4.9,5.7,10.6,11.8,15.9
2021-11-26 23:00,3.6,4.3,5,10.5,11.8,15.9
2021-11-27 0:00,3.2,3.8,4.6,10.4,11.9,15.9
2021-11-27 1:00,2.8,3.4,4.1,10.2,11.8,15.8
2021-11-27 2:00,2.5,3.2,3.8,10.1,11.8,15.9
2021-11-27 3:00,2.3,2.8,3.4,9.9,11.8,15.8
2021-11-27 4:00,2.1,2.7,3.2,9.8,11.8,15.9
2021-11-27 5:00,1.9,2.4,3,9.6,11.7,15.9
2021-11-27 6:00,1.7,2.2,2.8,9.4,11.6,15.8
2021-11-27 7:00,1.6,2.1,2.6,9.3,11.6,15.8
2021-11-27 8:00,1.5,1.9,2.4,9,11.5,15.7
2021-11-27 9:00,1.7,1.9,2.5,8.9,11.4,15.7
2021-11-27 10:00,2.2,2.2,2.7,8.8,11.4,15.8
2021-11-27 11:00,3.2,2.9,2.9,8.6,11.3,15.7
2021-11-27 12:00,6.3,6.1,4.6,8.5,11.3,15.7
2021-11-27 13:00,9.4,9.1,6.8,8.5,11.2,15.7
2021-11-27 14:00,11.7,11.4,8.8,8.7,11.3,15.8
2021-11-27 15:00,12.7,12.5,10.1,8.9,11.2,15.8
2021-11-27 16:00,12.7,12.4,10.6,9.2,11.3,15.8
2021-11-27 17:00,10.9,10.9,10,9.5,11.2,15.8
2021-11-27 18:00,8.5,9,8.9,9.7,11.2,15.8
2021-11-27 19:00,6.5,7.2,7.6,9.9,11.2,15.7
2021-11-27 20:00,5.2,5.9,6.6,10,11.2,15.7
2021-11-27 21:00,4.1,4.9,5.7,10,11.2,15.7
2021-11-27 22:00,3.3,4,4.8,9.9,11.2,15.7
2021-11-27 23:00,2.7,3.5,4.2,9.8,11.2,15.7
2021-11-28 0:00,2.4,3.2,3.8,9.7,11.2,15.7
2021-11-28 1:00,2.1,2.8,3.4,9.5,11.2,15.6
2021-11-28 2:00,2,2.5,3.1,9.4,11.2,15.6
2021-11-28 3:00,1.7,2.2,2.8,9.2,11.2,15.6
2021-11-28 4:00,1.5,2.1,2.6,9,11.1,15.6
2021-11-28 5:00,1.4,1.8,2.4,8.9,11.1,15.6
2021-11-28 6:00,1.2,1.7,2.2,8.7,11.1,15.6
2021-11-28 7:00,1.1,1.6,2,8.6,11,15.6
2021-11-28 8:00,0.9,1.3,1.8,8.3,10.8,15.5
2021-11-28 9:00,1.2,1.5,1.9,8.3,10.8,15.5
2021-11-28 10:00,1.4,1.6,2,8.1,10.7,15.4
2021-11-28 11:00,1.8,1.8,2.1,8,10.7,15.4
2021-11-28 12:00,2.9,2.8,2.7,7.9,10.6,15.4
2021-11-28 13:00,6.8,6.8,4.8,7.8,10.6,15.4
2021-11-28 14:00,9.6,9.3,6.9,7.8,10.5,15.4
2021-11-28 15:00,12,11.4,8.7,7.9,10.5,15.4
2021-11-28 16:00,12.7,12.1,9.8,8.2,10.5,15.4
2021-11-28 17:00,11.9,11.5,9.8,8.5,10.5,15.5
2021-11-28 18:00,9.5,9.7,9,8.8,10.5,15.4
2021-11-28 19:00,7.7,8.2,8.1,9.1,10.5,15.4
2021-11-28 20:00,6.2,6.8,7.1,9.2,10.5,15.4
2021-11-28 21:00,5.1,5.8,6.2,9.3,10.5,15.4
2021-11-28 22:00,4.3,4.9,5.4,9.3,10.5,15.3
2021-11-28 23:00,3.6,4.1,4.7,9.2,10.4,15.2
2021-11-29 0:00,3.1,3.7,4.2,9.1,10.5,15.3
2021-11-29 1:00,2.8,3.3,3.8,9.1,10.6,15.3
2021-11-29 2:00,2.4,3,3.5,8.9,10.6,15.3
2021-11-29 3:00,2.2,2.7,3.2,8.8,10.6,15.3
2021-11-29 4:00,2,2.4,2.9,8.7,10.5,15.2
2021-11-29 5:00,1.9,2.3,2.7,8.5,10.5,15.2
2021-11-29 6:00,2,2.3,2.6,8.4,10.5,15.2
2021-11-29 7:00,1.9,2.2,2.5,8.3,10.4,15.2
2021-11-29 8:00,1.9,2.2,2.4,8.1,10.4,15.1
2021-11-29 9:00,2,2.2,2.4,8.1,10.4,15.1
2021-11-29 10:00,2.4,2.3,2.5,7.9,10.3,15.1
2021-11-29 11:00,4.8,4.7,3.4,7.8,10.3,15.1
2021-11-29 12:00,7.8,7.6,5.6,7.8,10.3,15.1
2021-11-29 13:00,10.5,10.2,7.7,7.9,10.3,15.1
2021-11-29 14:00,12.4,12,9.3,8.1,10.3,15.2
2021-11-29 15:00,13.7,13.3,10.7,8.4,10.3,15.2
2021-11-29 16:00,14,13.5,11.3,8.6,10.3,15.1
2021-11-29 17:00,12.5,12.3,10.9,9,10.3,15.1
2021-11-29 18:00,10.6,10.8,10.2,9.4,10.4,15.2
2021-11-29 19:00,9.1,9.6,9.3,9.6,10.4,15.2
2021-11-29 20:00,7.7,8.3,8.4,9.7,10.4,15.1
2021-11-29 21:00,6.7,7.3,7.5,9.8,10.4,15.1
2021-11-29 22:00,5.9,6.5,6.8,9.8,10.5,15.1
2021-11-29 23:00,5.2,5.8,6.2,9.8,10.6,15.1
2021-11-30 0:00,,,,,,
2021-11-30 1:00,4,4.5,5,9.5,10.5,15
2021-11-30 2:00,3.8,4.2,4.5,9.4,10.5,14.9
2021-11-30 3:00,3.7,4.1,4.3,9.3,10.7,15
2021-11-30 4:00,3.6,3.9,4.1,9.1,10.5,14.9
2021-11-30 5:00,4.1,4.2,4.2,9,10.6,15
2021-11-30 6:00,4.5,4.5,4.3,8.9,10.6,15
2021-11-30 7:00,5.1,5.1,4.6,8.9,10.6,15
2021-11-30 8:00,5.5,5.5,4.9,8.8,10.6,15
2021-11-30 9:00,6,5.9,5.2,8.7,10.6,15
2021-11-30 10:00,6.4,6.3,5.5,8.8,10.6,15
2021-11-30 11:00,7.1,7,6,8.7,10.5,15
2021-11-30 12:00,8,7.8,6.6,8.8,10.5,15
2021-11-30 13:00,8.6,8.3,7.1,8.8,10.5,14.9
2021-11-30 14:00,9.1,8.9,7.6,8.9,10.5,14.9
2021-11-30 15:00,9.6,9.4,8,9,10.5,14.9
2021-11-30 16:00,10.1,9.9,8.5,9.1,10.5,14.9
2021-11-30 17:00,10,9.9,8.7,9.3,10.5,14.9
2021-11-30 18:00,9.2,9.3,8.6,9.4,10.5,14.9
2021-11-30 19:00,8.5,8.6,8.2,9.6,10.5,14.9
2021-11-30 20:00,7.7,7.9,7.7,9.6,10.6,14.9
2021-11-30 21:00,6.7,7,7.1,9.7,10.6,14.9
2021-11-30 22:00,6.1,6.3,6.4,9.7,10.6,14.9
2021-11-30 23:00,5.8,5.9,6,9.6,10.7,14.9
2021-12-01 0:00,,,,,,
2021-12-01 1:00,5.2,5.3,5.4,9.5,10.7,14.8
2021-12-01 2:00,5,5.1,5.1,9.4,10.7,14.8
2021-12-01 3:00,4.7,4.8,4.8,9.2,10.6,14.8
2021-12-01 4:00,4.6,4.7,4.7,9.2,10.7,14.8
2021-12-01 5:00,4.3,4.4,4.5,9,10.6,14.8
2021-12-01 6:00,3.9,4.1,4.2,8.9,10.6,14.8
2021-12-01 7:00,3.8,3.9,4,8.8,10.6,14.8
2021-12-01 8:00,3.7,3.8,3.8,8.7,10.6,14.8
2021-12-01 9:00,3.8,3.8,3.7,8.5,10.4,14.7
2021-12-01 10:00,3.9,3.9,3.8,8.5,10.5,14.8
2021-12-01 11:00,4.1,4.1,3.9,8.4,10.4,14.7
2021-12-01 12:00,4.9,4.8,4.3,8.3,10.4,14.7
2021-12-01 13:00,5.4,5.2,4.6,8.3,10.4,14.7
2021-12-01 14:00,5.5,5.5,4.9,8.3,10.4,14.8
2021-12-01 15:00,6.1,6.1,5.2,8.2,10.3,14.7
2021-12-01 16:00,6.3,6.4,5.6,8.2,10.2,14.7
2021-12-01 17:00,5.2,5.3,5.2,8.3,10.2,14.7
2021-12-01 18:00,4,4.2,4.5,8.3,10.2,14.7
2021-12-01 19:00,3.1,3.4,3.8,8.3,10.2,14.7
2021-12-01 20:00,2.8,3.2,3.4,8.3,10.2,14.7
2021-12-01 21:00,2.5,2.8,3.1,8.2,10.2,14.7
2021-12-01 22:00,2.2,2.5,2.8,8.1,10.1,14.7
2021-12-01 23:00,2,2.3,2.6,8,10.1,14.6
2021-12-02 0:00,1.7,2.1,2.4,7.9,10.1,14.6
2021-12-02 1:00,1.6,1.9,2.2,7.7,10,14.6
2021-12-02 2:00,1.4,1.7,2,7.6,10,14.6
2021-12-02 3:00,1.3,1.6,1.9,7.5,9.9,14.6
2021-12-02 4:00,1.2,1.4,1.7,7.3,9.9,14.6
2021-12-02 5:00,1,1.3,1.5,7.2,9.8,14.6
2021-12-02 6:00,0.9,1.2,1.4,7.1,9.8,14.5
2021-12-02 7:00,0.8,1.1,1.3,7,9.7,14.6
2021-12-02 8:00,0.7,1,1.2,6.9,9.7,14.5
2021-12-02 9:00,0.8,0.9,1.2,6.7,9.5,14.4
2021-12-02 10:00,1,1.1,1.4,6.6,9.5,14.4
2021-12-02 11:00,1.2,1.2,1.4,6.5,9.4,14.4
2021-12-02 12:00,1.4,1.3,1.6,6.5,9.4,14.4
2021-12-02 13:00,1.8,1.7,1.8,6.4,9.3,14.4
2021-12-02 14:00,3.2,3.5,2.7,6.4,9.3,14.4
2021-12-02 15:00,6.1,6.5,4.6,6.4,9.3,14.5
2021-12-02 16:00,7,7.3,5.7,6.5,9.3,14.5
2021-12-02 17:00,6,6.1,5.5,6.7,9.3,14.5
2021-12-02 18:00,4.6,4.9,4.8,6.8,9.2,14.5
2021-12-02 19:00,3.4,3.8,4,6.9,9.2,14.5
2021-12-02 20:00,2.7,3.1,3.4,7,9.1,14.4
2021-12-02 21:00,2.3,2.7,2.9,7,9.1,14.4
2021-12-02 22:00,2.1,2.4,2.6,7,9.1,14.4
2021-12-02 23:00,1.9,2.2,2.3,6.8,9.1,14.3
2021-12-03 0:00,1.9,2.1,2.2,6.8,9.1,14.3
2021-12-03 1:00,1.9,2.1,2.1,6.8,9.1,14.3
2021-12-03 2:00,1.9,2,2.1,6.7,9.1,14.3
2021-12-03 3:00,1.8,2,2,6.7,9,14.3
2021-12-03 4:00,1.7,1.9,1.9,6.6,9,14.3
2021-12-03 5:00,1.7,1.8,1.8,6.5,8.9,14.3
2021-12-03 6:00,1.7,1.9,1.8,6.5,9,14.3
2021-12-03 7:00,1.6,1.8,1.6,6.4,8.9,14.2
2021-12-03 8:00,1.5,1.7,1.6,6.4,8.9,14.2
2021-12-03 9:00,1.7,1.7,1.7,6.3,8.8,14.2
2021-12-03 10:00,2.1,1.9,1.9,6.3,8.8,14.2
2021-12-03 11:00,2.3,1.9,1.9,6.2,8.8,14.2
2021-12-03 12:00,4.2,3.8,2.7,6.1,8.7,14.1
2021-12-03 13:00,6.8,6.5,4.4,6.3,8.8,14.2
2021-12-03 14:00,7.3,7,5.3,6.3,8.8,14.2
2021-12-03 15:00,8.1,7.8,6,6.4,8.7,14.2
2021-12-03 16:00,8.3,8.2,6.5,6.6,8.7,14.2
2021-12-03 17:00,7,6.9,6.2,6.9,8.7,14.2
2021-12-03 18:00,5.7,5.7,5.6,7.1,8.8,14.2
2021-12-03 19:00,4.9,4.8,4.9,7.2,8.7,14.1
2021-12-03 20:00,4.2,4.2,4.4,7.2,8.8,14.1
2021-12-03 21:00,3.7,3.6,3.9,7.2,8.8,14.1
2021-12-03 22:00,3,3,3.4,7.2,8.8,14.1
2021-12-03 23:00,2.4,2.3,2.9,7.2,8.8,14
2021-12-04 0:00,,,,,,
2021-12-04 1:00,2.2,2.2,2.4,7,8.8,14
2021-12-04 2:00,1.9,2.1,2.3,6.9,8.8,14
2021-12-04 3:00,1.8,2,2.2,6.8,8.8,14
2021-12-04 4:00,1.7,1.9,2,6.7,8.8,13.9
2021-12-04 5:00,1.5,1.7,1.9,6.7,8.7,13.9
2021-12-04 6:00,1.4,1.6,1.7,6.6,8.7,13.9
2021-12-04 7:00,1.2,1.4,1.5,6.5,8.7,13.9
2021-12-04 8:00,1.1,1.3,1.4,6.4,8.7,13.9
2021-12-04 9:00,1.2,1.3,1.4,6.3,8.6,13.8
2021-12-04 10:00,1.5,1.5,1.6,6.2,8.5,13.8
2021-12-04 11:00,1.9,1.5,1.6,6.1,8.5,13.7
2021-12-04 12:00,2.5,1.9,2,6.1,8.5,13.8
2021-12-04 13:00,4.8,4.8,3.3,6.1,8.5,13.8
2021-12-04 14:00,7,6.9,4.8,6.1,8.5,13.8
2021-12-04 15:00,7.3,7.1,5.6,6.2,8.5,13.8
2021-12-04 16:00,7.4,7.1,5.9,6.3,8.4,13.8
2021-12-04 17:00,7.4,7.2,6.1,6.6,8.5,13.8
2021-12-04 18:00,6.6,6.6,5.8,6.8,8.5,13.8
2021-12-04 19:00,5.5,5.7,5.4,6.9,8.5,13.8
2021-12-04 20:00,4.4,4.7,4.7,7,8.4,13.7
2021-12-04 21:00,3.6,3.9,4.2,7.1,8.5,13.7
2021-12-04 22:00,2.9,3.2,3.5,7.1,8.5,13.7
2021-12-04 23:00,2.5,2.9,3.1,7.1,8.5,13.7
2021-12-05 0:00,2.3,2.6,2.8,7,8.5,13.7
2021-12-05 1:00,2,2.3,2.6,6.9,8.5,13.7
2021-12-05 2:00,1.8,2.2,2.3,6.8,8.5,13.7
2021-12-05 3:00,1.6,2,2.1,6.7,8.5,13.6
2021-12-05 4:00,1.5,1.8,1.9,6.6,8.5,13.6
2021-12-05 5:00,1.3,1.7,1.8,6.6,8.5,13.6
2021-12-05 6:00,1.2,1.5,1.6,6.4,8.4,13.6
2021-12-05 7:00,1.1,1.4,1.5,6.4,8.4,13.6
2021-12-05 8:00,1,1.3,1.4,6.3,8.4,13.6
2021-12-05 9:00,1.1,1.2,1.4,6.1,8.3,13.5
2021-12-05 10:00,1.4,1.4,1.5,6,8.3,13.5
2021-12-05 11:00,1.6,1.5,1.6,6.1,8.4,13.5
2021-12-05 12:00,2.2,1.7,1.8,5.9,8.3,13.5
2021-12-05 13:00,4.7,4.9,3.2,5.9,8.2,13.4
2021-12-05 14:00,7.2,7.2,5.1,6,8.3,13.5
2021-12-05 15:00,8.4,8.2,6.2,6,8.3,13.5
2021-12-05 16:00,8.7,8.5,6.8,6.3,8.3,13.5
2021-12-05 17:00,8,7.9,6.8,6.5,8.3,13.5
2021-12-05 18:00,6.7,6.9,6.3,6.6,8.2,13.4
2021-12-05 19:00,5.5,5.9,5.7,6.9,8.3,13.5
2021-12-05 20:00,4.7,5.1,5.1,7.1,8.3,13.5
2021-12-05 21:00,4.5,4.8,4.6,7.1,8.3,13.4
2021-12-05 22:00,4.5,4.7,4.4,7.1,8.3,13.4
2021-12-05 23:00,4.4,4.6,4.2,7.1,8.3,13.4
2021-12-06 0:00,4,4.2,4,7,8.3,13.4
2021-12-06 1:00,3.6,3.9,3.8,7,8.4,13.4
2021-12-06 2:00,3,3.3,3.4,7,8.4,13.4
2021-12-06 3:00,2.9,3,3.1,6.9,8.4,13.4
2021-12-06 4:00,2.8,3,3,6.9,8.4,13.4
2021-12-06 5:00,2.8,3,2.8,6.8,8.4,13.3
2021-12-06 6:00,2.7,2.9,2.8,6.8,8.4,13.3
2021-12-06 7:00,2.7,2.8,2.7,6.7,8.4,13.3
2021-12-06 8:00,2.5,2.7,2.6,6.6,8.4,13.3
2021-12-06 9:00,3.3,3.2,2.7,6.5,8.3,13.3
2021-12-06 10:00,4.8,4.5,3.4,6.5,8.3,13.2
2021-12-06 11:00,6.4,6,4.4,6.5,8.4,13.3
2021-12-06 12:00,8.9,8.5,6.1,6.6,8.4,13.3
2021-12-06 13:00,10.9,10.7,7.9,6.7,8.4,13.3
2021-12-06 14:00,12.9,12.7,9.5,6.9,8.4,13.3
2021-12-06 15:00,13.8,13.7,10.7,7.3,8.5,13.3
2021-12-06 16:00,13.7,13.6,11.2,7.6,8.5,13.3
2021-12-06 17:00,12.6,12.6,10.9,7.9,8.5,13.3
2021-12-06 18:00,11,11.2,10.2,8.3,8.6,13.3
2021-12-06 19:00,9.6,9.9,9.4,8.6,8.7,13.3
2021-12-06 20:00,8.4,8.8,8.6,8.7,8.7,13.3
2021-12-06 21:00,7.4,7.8,7.8,8.8,8.7,13.3
2021-12-06 22:00,7.1,7.5,7.3,8.8,8.9,13.3
2021-12-06 23:00,6.8,7.1,6.9,8.8,8.9,13.3
2021-12-07 0:00,,,,,,
2021-12-07 1:00,6.1,6.4,6.1,8.7,9,13.3
2021-12-07 2:00,5.6,5.9,5.8,8.6,9.1,13.2
2021-12-07 3:00,4.7,5.1,5.3,8.6,9.1,13.3
2021-12-07 4:00,4,4.4,4.7,8.5,9.1,13.2
2021-12-07 5:00,3.6,4,4.3,8.3,9.1,13.2
2021-12-07 6:00,3.2,3.6,3.9,8.2,9.1,13.2
2021-12-07 7:00,3.2,3.4,3.7,8.1,9.2,13.2
2021-12-07 8:00,3,3.2,3.4,7.9,9.1,13.1
2021-12-07 9:00,3.5,3.5,3.4,7.8,9.1,13.1
2021-12-07 10:00,4.6,4.6,3.9,7.6,9.1,13.1
2021-12-07 11:00,6.7,6.5,5.1,7.6,9.1,13.1
2021-12-07 12:00,9.1,8.9,6.9,7.6,9.1,13.2
2021-12-07 13:00,10.5,10.3,8.2,7.6,9.1,13.1
2021-12-07 14:00,11.7,11.5,9.2,7.9,9.1,13.2
2021-12-07 15:00,12.3,12.1,10,8.1,9.2,13.2
2021-12-07 16:00,12.1,11.8,10.2,8.4,9.2,13.2
2021-12-07 17:00,11,10.7,9.7,8.6,9.2,13.2
2021-12-07 18:00,9.4,9.4,9,8.9,9.2,13.2
2021-12-07 19:00,8.1,8.3,8.2,9,9.3,13.2
2021-12-07 20:00,6.9,7.3,7.4,9.2,9.4,13.2
2021-12-07 21:00,5.7,6.2,6.6,9.2,9.4,13.2
2021-12-07 22:00,4.9,5.4,5.9,9.1,9.4,13.2
2021-12-07 23:00,4.2,4.7,5.2,9,9.5,13.2
2021-12-08 0:00,3.8,4.2,4.7,8.9,9.5,13.2
2021-12-08 1:00,3.3,3.7,4.2,8.7,9.5,13.2
2021-12-08 2:00,3,3.5,3.8,8.6,9.6,13.3
2021-12-08 3:00,2.7,3.2,3.5,8.5,9.5,13.2
2021-12-08 4:00,2.4,2.9,3.2,8.2,9.5,13.1
2021-12-08 5:00,2.3,2.7,3,8.1,9.5,13.2
2021-12-08 6:00,2.1,2.4,2.8,8,9.4,13.2
2021-12-08 7:00,1.9,2.3,2.6,7.8,9.5,13.2
2021-12-08 8:00,1.8,2.1,2.4,7.7,9.3,13.1
2021-12-08 9:00,2,2.1,2.4,7.5,9.3,13.1
2021-12-08 10:00,2.4,2.2,2.5,7.4,9.2,13.1
2021-12-08 11:00,3.9,3.6,3,7.3,9.2,13.1
2021-12-08 12:00,6.8,6.7,4.9,7.2,9.2,13.1
2021-12-08 13:00,9.3,9,6.8,7.2,9.2,13.1
2021-12-08 14:00,11,10.7,8.3,7.3,9.1,13.1
2021-12-08 15:00,12.3,12,9.5,7.6,9.1,13.1
2021-12-08 16:00,12.5,12.2,10.2,8,9.2,13.2
2021-12-08 17:00,10.9,10.8,9.6,8.1,9.2,13.2
2021-12-08 18:00,9,9.3,8.8,8.5,9.2,13.2
2021-12-08 19:00,7.3,7.8,7.9,8.6,9.2,13.2
2021-12-08 20:00,6.1,6.7,7,8.8,9.3,13.2
2021-12-08 21:00,5,5.6,6.1,8.8,9.3,13.2
2021-12-08 22:00,4.1,4.7,5.3,8.8,9.3,13.2
2021-12-08 23:00,3.6,4.2,4.7,8.7,9.4,13.2
2021-12-09 0:00,3.2,3.7,4.2,8.6,9.4,13.2
2021-12-09 1:00,2.8,3.4,3.7,8.4,9.4,13.2
2021-12-09 2:00,2.5,3.1,3.4,8.3,9.4,13.2
2021-12-09 3:00,2.3,2.8,3.1,8.1,9.4,13.2
2021-12-09 4:00,2.1,2.6,2.9,8,9.4,13.2
2021-12-09 5:00,1.9,2.3,2.7,7.8,9.3,13.1
2021-12-09 6:00,1.8,2.1,2.5,7.7,9.3,13.1
2021-12-09 7:00,1.9,2.1,2.4,7.6,9.3,13.2
2021-12-09 8:00,1.8,2.1,2.3,7.4,9.2,13.1
2021-12-09 9:00,1.9,2,2.2,7.2,9.1,13.1
2021-12-09 10:00,2.3,2.1,2.4,7.2,9.1,13.1
2021-12-09 11:00,3.9,3.6,2.9,7,9.1,13
2021-12-09 12:00,6.9,6.4,4.5,7,9,13
2021-12-09 13:00,9.4,8.8,6.4,7.1,9.1,13.2
2021-12-09 14:00,10.5,9.8,7.6,7.2,9.1,13.1
2021-12-09 15:00,10.9,10.4,8.4,7.5,9.1,13.2
2021-12-09 16:00,10.9,10.5,8.7,7.7,9.1,13.2
2021-12-09 17:00,10.3,10,8.7,7.9,9,13.1
2021-12-09 18:00,9.5,9.4,8.4,8.1,9,13.1
2021-12-09 19:00,8.9,8.9,8.2,8.4,9.1,13.2
2021-12-09 20:00,8.4,8.5,7.8,8.5,9.2,13.2
2021-12-09 21:00,7.4,7.7,7.3,8.6,9.2,13.1
2021-12-09 22:00,6.5,6.9,6.8,8.7,9.2,13.1
2021-12-09 23:00,6,6.3,6.2,8.7,9.2,13.1
2021-12-10 0:00,5.5,5.9,5.9,8.7,9.3,13.1
2021-12-10 1:00,4.7,5.2,5.3,8.6,9.3,13.1
2021-12-10 2:00,4.2,4.6,4.8,8.5,9.4,13.1
2021-12-10 3:00,3.6,4.1,4.3,8.4,9.3,13
2021-12-10 4:00,3.5,3.9,4,8.3,9.3,13.1
2021-12-10 5:00,3.3,3.7,3.8,8.2,9.3,13
2021-12-10 6:00,3.2,3.5,3.6,8.1,9.3,13.1
2021-12-10 7:00,2.9,3.2,3.3,7.9,9.3,13.1
2021-12-10 8:00,3.2,3.3,3.3,7.8,9.3,13
2021-12-10 9:00,4,4,3.5,7.7,9.3,13.1
2021-12-10 10:00,5.2,5.1,4.2,7.7,9.3,13.1
2021-12-10 11:00,6.8,6.4,5.1,7.5,9.2,13
2021-12-10 12:00,9,8.5,6.5,7.6,9.2,13.1
2021-12-10 13:00,10.3,9.8,7.7,7.7,9.2,13.1
2021-12-10 14:00,12.1,11.5,8.9,7.8,9.2,13.1
2021-12-10 15:00,13.6,13.1,10.3,8,9.2,13
2021-12-10 16:00,13.8,13.4,11,8.4,9.3,13.1
2021-12-10 17:00,13,12.7,10.9,8.5,9.2,13
2021-12-10 18:00,11.8,11.8,10.6,8.9,9.3,13
2021-12-10 19:00,10.3,10.6,9.9,9,9.2,12.9
2021-12-10 20:00,8.9,9.3,9,9.3,9.3,13
2021-12-10 21:00,7.7,8.2,8.2,9.4,9.3,13
2021-12-10 22:00,6.7,7.2,7.4,9.3,9.3,12.9
2021-12-10 23:00,6,6.5,6.7,9.3,9.4,13
2021-12-11 0:00,5.3,5.8,6.1,9.3,9.5,12.9
2021-12-11 1:00,4.6,5.1,5.5,9.2,9.5,12.9
2021-12-11 2:00,4.2,4.7,5,9,9.5,12.9
2021-12-11 3:00,3.8,4.2,4.5,8.8,9.5,12.9
2021-12-11 4:00,3.6,4,4.2,8.7,9.6,12.9
2021-12-11 5:00,3.4,3.8,3.9,8.5,9.5,12.9
2021-12-11 6:00,3.4,3.7,3.7,8.4,9.5,12.9
2021-12-11 7:00,3.5,3.7,3.7,8.3,9.6,12.9
2021-12-11 8:00,3.4,3.6,3.6,8.1,9.5,12.9
2021-12-11 9:00,3.7,3.8,3.6,8,9.5,12.9
2021-12-11 10:00,4.8,4.7,4,7.8,9.4,12.8
2021-12-11 11:00,6.8,6.5,5.2,7.8,9.5,12.9
2021-12-11 12:00,9.1,8.8,6.9,7.8,9.4,12.9
2021-12-11 13:00,11.5,11.1,8.7,8,9.5,13
2021-12-11 14:00,12.9,12.6,10,8.1,9.4,12.9
2021-12-11 15:00,13.9,13.5,11.1,8.3,9.4,12.9
2021-12-11 16:00,13.9,13.6,11.6,8.7,9.5,13
2021-12-11 17:00,12.7,12.6,11.3,9,9.5,13
2021-12-11 18:00,10.9,11.2,10.5,9.3,9.5,13
2021-12-11 19:00,9.6,10,9.7,9.5,9.6,13
2021-12-11 20:00,8.7,9.2,8.9,9.6,9.6,13
2021-12-11 21:00,7.8,8.3,8.3,9.7,9.6,13
2021-12-11 22:00,7.2,7.7,7.7,9.7,9.7,13
2021-12-11 23:00,7,7.4,7.2,9.6,9.7,13
2021-12-12 0:00,7.1,7.3,7.1,9.6,9.8,13
2021-12-12 1:00,7,7.2,6.9,9.5,9.8,12.9
2021-12-12 2:00,6.9,7.1,6.8,9.4,9.9,13
2021-12-12 3:00,6.3,6.6,6.4,9.4,9.9,13
2021-12-12 4:00,5.8,6.1,6.1,9.3,9.9,13
2021-12-12 5:00,5.5,5.7,5.7,9.2,9.9,13
2021-12-12 6:00,5.8,5.8,5.6,9.1,9.9,13
2021-12-12 7:00,5.8,5.8,5.6,9,9.9,13
2021-12-12 8:00,5.7,5.7,5.4,8.9,9.9,12.9
2021-12-12 9:00,6.2,6,5.6,8.8,9.9,12.9
2021-12-12 10:00,7.4,7,6.1,8.8,10,13
2021-12-12 11:00,8.1,7.6,6.6,8.8,9.9,13
2021-12-12 12:00,9.1,8.6,7.3,8.8,9.9,13
2021-12-12 13:00,9.8,9.3,7.9,8.9,10,13.1
2021-12-12 14:00,10.3,9.8,8.4,9,9.9,13
2021-12-12 15:00,10.8,10.3,8.9,9.1,10,13.1
2021-12-12 16:00,10.7,10.3,9,9.2,9.9,13
2021-12-12 17:00,9.6,9.6,8.8,9.4,10,13.1
2021-12-12 18:00,8.4,8.5,8.2,9.5,9.9,13
2021-12-12 19:00,7.3,7.7,7.5,9.5,10,13
2021-12-12 20:00,6.3,6.7,6.8,9.6,10,13.1
2021-12-12 21:00,5.4,5.9,6.1,9.5,10,13
2021-12-12 22:00,4.5,5,5.4,9.5,10,13
2021-12-12 23:00,3.7,4.3,4.7,9.4,10,13
2021-12-13 0:00,3.1,3.7,4.2,9.2,10,13
2021-12-13 1:00,2.7,3.3,3.8,9.1,10,13
2021-12-13 2:00,2.3,3,3.4,8.9,10,13
2021-12-13 3:00,2.1,2.7,3.1,8.7,10,13
