일자,5CM 정시 지중온도(°C),10CM 정시 지중온도(°C),20CM 정시 지중온도(°C),30CM 정시 지중온도(°C),0.5M 정시 지중온도(°C),1.0M 정시 지중온도(°C)
2022-02-21 16:00,7.1,6.2,3.8,3.2,4.5,7.5
2022-02-21 17:00,7,6.4,4.4,3.4,4.5,7.5
2022-02-21 18:00,5.9,5.7,4.3,3.6,4.5,7.5
2022-02-21 19:00,4.6,4.8,3.8,3.8,4.5,7.5
2022-02-21 20:00,3,3.6,3.2,3.9,4.5,7.5
2022-02-21 21:00,1.5,2.3,2.3,4,4.5,7.5
2022-02-21 22:00,1.3,1.9,1.8,4.1,4.5,7.5
2022-02-21 23:00,1.3,1.6,1.4,4.1,4.5,7.5
2022-02-22 0:00,0.9,1.4,1.1,4,4.6,7.5
2022-02-22 1:00,,,,,,
2022-02-22 2:00,,,,,,
2022-02-22 3:00,,,,,,
2022-02-22 4:00,,,,,,
2022-02-22 5:00,,,,,,
2022-02-22 6:00,,,,,,
2022-02-22 7:00,,,,,,
2022-02-22 8:00,,,,,,
2022-02-22 9:00,,,,,,
2022-02-22 10:00,,,,,,
2022-02-22 11:00,,,,,,
2022-02-22 12:00,,,,,,
2022-02-22 13:00,,,,,,
2022-02-22 14:00,,,,,,
2022-02-22 15:00,,,,,,
2022-02-22 16:00,,,,,,
2022-02-22 17:00,,,,,,
2022-02-22 18:00,,,,,,
2022-02-22 19:00,,,,,,
2022-02-22 20:00,,,,,,
2022-02-22 21:00,,,,,,
2022-02-22 22:00,,,,,,
2022-02-22 23:00,,,,,,
2022-02-23 0:00,,,,,,
2022-02-23 1:00,0.9,1.2,1.1,4.3,4.6,7.5
2022-02-23 2:00,0.8,1.2,0.9,4.2,4.7,7.5
2022-02-23 3:00,0.7,1.1,0.8,4.1,4.7,7.5
2022-02-23 4:00,0.6,1,0.7,4,4.7,7.5
2022-02-23 5:00,0.5,0.9,0.6,3.9,4.7,7.5
2022-02-23 6:00,0.5,0.8,0.5,3.9,4.7,7.4
2022-02-23 7:00,0.3,0.8,0.4,3.8,4.7,7.5
2022-02-23 8:00,0.3,0.8,0.4,3.8,4.6,7.5
2022-02-23 9:00,0.5,0.8,0.4,3.7,4.6,7.5
2022-02-23 10:00,0.7,0.9,0.5,3.7,4.6,7.5
2022-02-23 11:00,0.9,1,0.6,3.6,4.6,7.5
2022-02-23 12:00,1.8,1.3,0.8,3.6,4.6,7.4
2022-02-23 13:00,4.6,3.7,1.7,3.6,4.6,7.5
2022-02-23 14:00,7.1,5.8,3.2,3.5,4.6,7.5
2022-02-23 15:00,9.1,7.9,4.8,3.6,4.6,7.5
2022-02-23 16:00,9.3,8.5,5.8,3.8,4.6,7.5
2022-02-23 17:00,8.8,8.3,6.1,4,4.6,7.5
2022-02-23 18:00,6.9,7,5.6,4.2,4.6,7.5
2022-02-23 19:00,4.7,5.4,4.7,4.4,4.6,7.5
2022-02-23 20:00,3.1,4,3.8,4.6,4.6,7.5
2022-02-23 21:00,2.1,2.9,2.9,4.6,4.7,7.5
2022-02-23 22:00,1.4,2.1,2.2,4.6,4.7,7.5
2022-02-23 23:00,1,1.7,1.7,4.6,4.7,7.5
2022-02-24 0:00,0.8,1.4,1.3,4.5,4.7,7.5
2022-02-24 1:00,0.5,1.1,1,4.4,4.8,7.4
2022-02-24 2:00,0.3,0.9,0.8,4.3,4.8,7.4
2022-02-24 3:00,0.2,0.7,0.5,4.2,4.7,7.5
2022-02-24 4:00,0.1,0.5,0.3,4.1,4.7,7.5
2022-02-24 5:00,-0.1,0.3,0.1,4,4.7,7.4
2022-02-24 6:00,-0.3,0.1,0,3.9,4.7,7.4
2022-02-24 7:00,-0.7,-0.1,-0.2,3.9,4.6,7.4
2022-02-24 8:00,-0.9,-0.3,-0.2,3.8,4.6,7.4
2022-02-24 9:00,-0.3,0.2,0.1,3.7,4.7,7.4
2022-02-24 10:00,0.3,0.6,0.3,3.6,4.7,7.5
2022-02-24 11:00,0.7,0.8,0.5,3.6,4.7,7.5
2022-02-24 12:00,1.3,1.1,0.7,3.5,4.7,7.5
2022-02-24 13:00,2.7,1.9,1,3.4,4.7,7.5
2022-02-24 14:00,5.7,4.3,1.9,3.4,4.6,7.5
2022-02-24 15:00,8.1,6.6,3.8,3.4,4.6,7.5
2022-02-24 16:00,9.2,7.9,5.1,3.5,4.6,7.5
2022-02-24 17:00,8.8,8,5.7,3.7,4.6,7.5
2022-02-24 18:00,7.2,7,5.4,3.9,4.6,7.5
2022-02-24 19:00,5.3,5.7,4.8,4.2,4.6,7.5
2022-02-24 20:00,4,4.5,4,4.3,4.6,7.5
2022-02-24 21:00,3.1,3.7,3.3,4.4,4.6,7.5
2022-02-24 22:00,1.6,2.4,2.5,4.5,4.6,7.4
2022-02-24 23:00,0.9,1.7,1.7,4.5,4.6,7.4
2022-02-25 0:00,0.6,1.3,1.3,4.5,4.7,7.4
2022-02-25 1:00,0.3,1,0.9,4.4,4.7,7.4
2022-02-25 2:00,0.1,0.8,0.6,4.3,4.7,7.4
2022-02-25 3:00,0.1,0.6,0.4,4.2,4.7,7.4
2022-02-25 4:00,-0.1,0.4,0.2,4.1,4.7,7.4
2022-02-25 5:00,-0.2,0.2,0.1,4,4.7,7.4
2022-02-25 6:00,-0.5,0,0,3.9,4.6,7.4
2022-02-25 7:00,-0.8,-0.2,-0.2,3.8,4.6,7.4
2022-02-25 8:00,-0.9,-0.3,-0.3,3.7,4.6,7.4
2022-02-25 9:00,-0.3,0.2,0.1,3.7,4.6,7.4
2022-02-25 10:00,0.4,0.6,0.4,3.6,4.6,7.5
2022-02-25 11:00,0.9,0.9,0.6,3.5,4.6,7.4
2022-02-25 12:00,1.7,1.2,0.8,3.4,4.6,7.4
2022-02-25 13:00,3.5,2.2,1.2,3.4,4.6,7.4
2022-02-25 14:00,7.1,5.3,2.5,3.4,4.6,7.4
2022-02-25 15:00,9.7,7.8,4.6,3.4,4.6,7.4
2022-02-25 16:00,11,9.3,6.1,3.5,4.6,7.5
2022-02-25 17:00,10.7,9.6,6.9,3.8,4.6,7.4
2022-02-25 18:00,9.2,8.7,6.8,4.1,4.5,7.4
2022-02-25 19:00,7.2,7.3,6.2,4.4,4.5,7.4
2022-02-25 20:00,5.1,5.7,5.2,4.6,4.6,7.4
2022-02-25 21:00,3.7,4.5,4.3,4.8,4.6,7.4
2022-02-25 22:00,2.5,3.5,3.4,4.8,4.6,7.4
2022-02-25 23:00,1.6,2.5,2.7,4.8,4.7,7.4
2022-02-26 0:00,0.9,1.8,2,4.8,4.7,7.4
2022-02-26 1:00,0.7,1.4,1.4,4.7,4.7,7.4
2022-02-26 2:00,0.4,1.1,1.1,4.6,4.7,7.4
2022-02-26 3:00,0.2,0.8,0.8,4.5,4.8,7.4
2022-02-26 4:00,0.1,0.7,0.6,4.4,4.7,7.4
2022-02-26 5:00,0,0.5,0.4,4.3,4.7,7.4
2022-02-26 6:00,-0.1,0.4,0.2,4.2,4.7,7.4
2022-02-26 7:00,-0.2,0.2,0.1,4.1,4.7,7.3
2022-02-26 8:00,-0.2,0.2,0.1,4,4.7,7.4
2022-02-26 9:00,0.3,0.6,0.4,3.9,4.7,7.4
2022-02-26 10:00,0.6,0.8,0.6,3.8,4.7,7.4
2022-02-26 11:00,1.1,1.1,0.8,3.7,4.7,7.4
2022-02-26 12:00,2.5,1.9,1.2,3.7,4.7,7.4
2022-02-26 13:00,7.4,5.6,2.8,3.6,4.7,7.4
2022-02-26 14:00,10.5,8.5,5,3.6,4.7,7.4
2022-02-26 15:00,12.3,10.5,7,3.8,4.7,7.4
2022-02-26 16:00,12.6,11.2,8.1,4.1,4.7,7.4
2022-02-26 17:00,12,11.2,8.6,4.4,4.7,7.4
2022-02-26 18:00,10.6,10.2,8.4,4.8,4.7,7.4
2022-02-26 19:00,8.9,9,7.8,5.1,4.8,7.4
2022-02-26 20:00,7.6,7.9,7,5.4,4.8,7.4
2022-02-26 21:00,6.8,7.1,6.4,5.5,4.9,7.4
2022-02-26 22:00,6.3,6.6,5.9,5.7,4.9,7.4
2022-02-26 23:00,6,6.2,5.5,5.7,5,7.4
2022-02-27 0:00,5.8,5.9,5.2,5.7,5.1,7.4
2022-02-27 1:00,5.3,5.6,4.9,5.7,5.2,7.4
2022-02-27 2:00,4.4,4.8,4.4,5.7,5.2,7.4
2022-02-27 3:00,3.6,4.2,3.9,5.7,5.2,7.4
2022-02-27 4:00,2.9,3.5,3.4,5.6,5.3,7.4
2022-02-27 5:00,2.4,3,2.9,5.6,5.3,7.4
2022-02-27 6:00,2.1,2.5,2.5,5.5,5.3,7.4
2022-02-27 7:00,1.1,1.9,2,5.4,5.3,7.4
2022-02-27 8:00,1.1,1.6,1.7,5.3,5.4,7.4
2022-02-27 9:00,2.1,1.9,1.9,5.1,5.4,7.4
2022-02-27 10:00,3.9,3.4,2.5,5,5.4,7.4
2022-02-27 11:00,6.4,5.3,3.6,5,5.4,7.4
2022-02-27 12:00,9.3,7.6,5.2,5,5.5,7.4
2022-02-27 13:00,11.7,9.9,7.1,5,5.4,7.4
2022-02-27 14:00,13.8,12,8.8,5.3,5.5,7.5
2022-02-27 15:00,15,13.6,10.3,5.6,5.5,7.5
2022-02-27 16:00,15.6,14.4,11.3,5.9,5.6,7.6
2022-02-27 17:00,15.5,14.5,11.7,6.3,5.6,7.5
2022-02-27 18:00,13.1,12.9,11.1,6.6,5.6,7.5
2022-02-27 19:00,10.2,10.8,9.9,6.9,5.6,7.4
2022-02-27 20:00,7.9,8.9,8.6,7.1,5.7,7.4
2022-02-27 21:00,6.2,7.4,7.4,7.2,5.8,7.5
2022-02-27 22:00,4.6,5.9,6.2,7.2,5.8,7.4
2022-02-27 23:00,3.4,4.7,5.1,7.1,5.9,7.4
2022-02-28 0:00,2.2,3.6,4.1,7,5.9,7.4
2022-02-28 1:00,1.5,2.6,3.3,6.8,6,7.4
2022-02-28 2:00,1,2,2.6,6.6,6,7.4
2022-02-28 3:00,0.6,1.6,2,6.4,6,7.5
2022-02-28 4:00,0.3,1.2,1.5,6.2,6,7.5
2022-02-28 5:00,0.2,1,1.2,6,6,7.5
2022-02-28 6:00,0,0.8,1,5.8,5.9,7.5
2022-02-28 7:00,-0.1,0.6,0.7,5.6,5.9,7.4
2022-02-28 8:00,0,0.5,0.7,5.5,5.9,7.5
2022-02-28 9:00,0.4,0.8,1,5.3,5.9,7.5
2022-02-28 10:00,1,1.3,1.3,5.2,5.9,7.5
2022-02-28 11:00,2.2,1.9,1.5,5,5.9,7.5
2022-02-28 12:00,6.9,5.2,3,4.9,5.9,7.6
2022-02-28 13:00,10,8.2,5.2,4.9,5.9,7.6
2022-02-28 14:00,12.6,10.6,7.2,5,5.9,7.7
2022-02-28 15:00,13.7,12,8.8,5.2,5.8,7.7
2022-02-28 16:00,13.7,12.4,9.7,5.5,5.8,7.7
2022-02-28 17:00,12.9,12.1,9.9,5.8,5.8,7.6
2022-02-28 18:00,11.6,11.3,9.6,6.2,5.8,7.5
2022-02-28 19:00,10.3,10.3,9.1,6.5,5.8,7.6
2022-02-28 20:00,9.2,9.4,8.5,6.7,5.8,7.6
2022-02-28 21:00,8.3,8.7,7.9,6.9,5.9,7.6
2022-02-28 22:00,6.9,7.6,7.2,7,6,7.6
2022-02-28 23:00,5.4,6.4,6.3,7,6,7.6
2022-03-01 0:00,4.4,5.3,5.4,7,6.1,7.6
2022-03-01 1:00,3.9,4.7,4.8,6.9,6.1,7.6
2022-03-01 2:00,4.1,4.7,4.5,6.8,6.2,7.6
2022-03-01 3:00,4.4,4.7,4.4,6.7,6.2,7.6
2022-03-01 4:00,4.6,4.8,4.3,6.6,6.2,7.6
2022-03-01 5:00,4.6,4.8,4.3,6.5,6.2,7.6
2022-03-01 6:00,4.6,4.8,4.2,6.4,6.3,7.6
2022-03-01 7:00,4.5,4.7,4.1,6.3,6.3,7.6
2022-03-01 8:00,4.7,4.7,4.1,6.3,6.3,7.6
2022-03-01 9:00,5.1,5.1,4.3,6.2,6.3,7.6
2022-03-01 10:00,5.8,5.6,4.6,6.2,6.3,7.6
2022-03-01 11:00,8.4,7.4,5.6,6.2,6.3,7.7
2022-03-01 12:00,10.5,9.5,7.1,6.2,6.3,7.7
2022-03-01 13:00,11.6,10.5,8.1,6.3,6.4,7.7
2022-03-01 14:00,13.7,12.5,9.5,6.5,6.4,7.7
2022-03-01 15:00,14.9,13.7,10.8,6.7,6.4,7.7
2022-03-01 16:00,15.5,14.5,11.7,7,6.5,7.7
2022-03-01 17:00,15,14.4,12,7.3,6.5,7.7
2022-03-01 18:00,13.3,13.2,11.5,7.6,6.5,7.7
2022-03-01 19:00,11.4,11.7,10.7,7.8,6.6,7.7
2022-03-01 20:00,9.6,10.2,9.7,8,6.6,7.7
2022-03-01 21:00,7.9,8.8,8.6,8.2,6.7,7.7
2022-03-01 22:00,7,7.7,7.7,8.2,6.7,7.7
2022-03-01 23:00,6.2,6.9,6.9,8.1,6.8,7.7
2022-03-02 0:00,,,,,,
2022-03-02 1:00,4.5,5.2,5.4,7.9,6.9,7.7
2022-03-02 2:00,3.5,4.3,4.6,7.7,6.9,7.7
2022-03-02 3:00,2.5,3.5,4,7.6,7,7.7
2022-03-02 4:00,1.9,2.8,3.3,7.4,6.9,7.7
2022-03-02 5:00,1.5,2.3,2.8,7.2,7,7.7
2022-03-02 6:00,1.2,2,2.4,7,6.9,7.7
2022-03-02 7:00,0.8,1.5,1.9,6.8,6.9,7.7
2022-03-02 8:00,0.9,1.4,1.7,6.6,6.9,7.8
2022-03-02 9:00,1.4,1.6,1.9,6.4,6.9,7.8
2022-03-02 10:00,2.4,2.1,2.1,6.3,6.9,7.8
2022-03-02 11:00,5.2,4.2,3,6.1,6.8,7.8
2022-03-02 12:00,8.7,7.1,4.8,6,6.8,7.9
2022-03-02 13:00,11.5,9.7,6.9,6,6.8,7.9
2022-03-02 14:00,13.9,12.1,8.9,6.2,6.8,7.9
2022-03-02 15:00,16,14.2,10.7,6.4,6.7,7.9
2022-03-02 16:00,16.5,15.2,11.8,6.7,6.7,7.9
2022-03-02 17:00,15.6,14.9,12.2,7.1,6.7,7.9
2022-03-02 18:00,13.1,13.2,11.5,7.5,6.7,7.9
2022-03-02 19:00,10.7,11.3,10.4,7.8,6.7,7.9
2022-03-02 20:00,9.1,9.8,9.3,8,6.8,7.9
2022-03-02 21:00,7.9,8.6,8.4,8.1,6.9,7.9
2022-03-02 22:00,6.8,7.6,7.5,8.1,6.9,7.9
2022-03-02 23:00,5.7,6.6,6.6,8,7,7.9
2022-03-03 0:00,4.6,5.6,5.8,8,7,7.9
2022-03-03 1:00,3.6,4.7,5,7.9,7.1,7.9
2022-03-03 2:00,2.4,3.7,4.1,7.7,7.1,7.9
2022-03-03 3:00,1.7,2.9,3.4,7.5,7.1,7.9
2022-03-03 4:00,1.3,2.2,2.8,7.3,7.1,7.9
2022-03-03 5:00,0.9,1.9,2.3,7.1,7.1,7.9
2022-03-03 6:00,0.6,1.5,1.9,6.9,7.1,7.9
2022-03-03 7:00,0.4,1.2,1.5,6.7,7,7.9
2022-03-03 8:00,0.5,1.2,1.4,6.6,7,8
2022-03-03 9:00,1,1.3,1.6,6.4,7,8
2022-03-03 10:00,2,1.7,1.9,6.2,7,8
2022-03-03 11:00,5.2,4.1,2.8,6.1,7,8
2022-03-03 12:00,9.1,7.3,4.9,6.1,7.1,8.2
2022-03-03 13:00,12.4,10.3,7.3,6.1,7,8.2
2022-03-03 14:00,15,13,9.5,6.2,7,8.1
2022-03-03 15:00,16.9,15.1,11.4,6.5,7,8.2
2022-03-03 16:00,17.3,15.9,12.6,6.9,7,8.2
2022-03-03 17:00,16.5,15.6,12.9,7.3,7,8.2
2022-03-03 18:00,14.2,14.1,12.3,7.6,6.9,8.1
2022-03-03 19:00,12,12.4,11.3,8,7,8.1
2022-03-03 20:00,9.7,10.6,10.1,8.2,7.1,8.1
2022-03-03 21:00,7.9,9,8.8,8.4,7.1,8.1
2022-03-03 22:00,6.4,7.6,7.7,8.5,7.2,8.1
2022-03-03 23:00,5.1,6.3,6.7,8.4,7.3,8.1
2022-03-04 0:00,4,5.3,5.7,8.3,7.3,8.1
2022-03-04 1:00,3.1,4.3,4.8,8.2,7.4,8.1
2022-03-04 2:00,2.2,3.5,4,8,7.4,8.1
2022-03-04 3:00,1.7,2.8,3.4,7.8,7.4,8.1
2022-03-04 4:00,1.4,2.3,2.9,7.6,7.4,8.1
2022-03-04 5:00,1.1,2,2.5,7.4,7.4,8.1
2022-03-04 6:00,1,1.8,2.1,7.1,7.3,8.1
2022-03-04 7:00,1,1.7,1.9,6.9,7.3,8.2
2022-03-04 8:00,1.1,1.6,1.8,6.7,7.2,8.2
2022-03-04 9:00,1.8,1.8,1.8,6.6,7.2,8.2
2022-03-04 10:00,3.2,3,2.2,6.4,7.2,8.2
2022-03-04 11:00,5.6,4.9,3.3,6.3,7.2,8.2
2022-03-04 12:00,8,6.8,4.7,6.2,7.1,8.2
2022-03-04 13:00,11.5,9.6,6.6,6.2,7.1,8.2
2022-03-04 14:00,13.7,12,8.6,6.3,7.1,8.3
2022-03-04 15:00,14.8,13.3,10.1,6.5,7.1,8.3
2022-03-04 16:00,15.1,14,11,6.8,7,8.3
2022-03-04 17:00,14.3,13.7,11.3,7.2,7,8.3
2022-03-04 18:00,13,12.8,11.1,7.6,7.1,8.3
2022-03-04 19:00,11.5,11.7,10.5,7.9,7.1,8.3
2022-03-04 20:00,10.5,10.7,9.8,8.1,7.2,8.3
2022-03-04 21:00,9.7,9.9,9.2,8.2,7.2,8.2
2022-03-04 22:00,9.3,9.5,8.7,8.3,7.3,8.2
2022-03-04 23:00,8.9,9.1,8.4,8.3,7.4,8.2
2022-03-05 0:00,8.5,8.7,8,8.3,7.4,8.2
2022-03-05 1:00,8.2,8.4,7.7,8.3,7.5,8.3
2022-03-05 2:00,7.8,8,7.4,8.3,7.5,8.3
2022-03-05 3:00,7.4,7.7,7.1,8.3,7.6,8.3
2022-03-05 4:00,6.4,6.9,6.6,8.2,7.6,8.3
2022-03-05 5:00,5.3,6,6,8.1,7.6,8.3
2022-03-05 6:00,4.4,5.2,5.3,8.1,7.6,8.3
2022-03-05 7:00,4.4,4.9,4.9,7.9,7.6,8.2
2022-03-05 8:00,4.7,4.9,4.8,7.8,7.6,8.3
2022-03-05 9:00,5.6,5.5,5.1,7.7,7.7,8.3
2022-03-05 10:00,7,6.6,5.7,7.6,7.7,8.3
2022-03-05 11:00,8.5,7.8,6.4,7.5,7.7,8.3
2022-03-05 12:00,10.2,9.3,7.5,7.5,7.7,8.4
2022-03-05 13:00,11.8,10.9,8.7,7.6,7.7,8.3
2022-03-05 14:00,13.2,12.3,9.9,7.7,7.7,8.4
2022-03-05 15:00,13.5,13,10.7,7.9,7.7,8.4
2022-03-05 16:00,13.5,13.3,11.1,8.1,7.6,8.3
2022-03-05 17:00,12.5,12.6,11,8.3,7.7,8.3
2022-03-05 18:00,10.6,11.2,10.2,8.5,7.7,8.3
2022-03-05 19:00,8.7,9.5,9.1,8.6,7.7,8.4
2022-03-05 20:00,7.2,8.2,8.1,8.7,7.7,8.4
2022-03-05 21:00,5.8,6.9,7,8.7,7.8,8.4
2022-03-05 22:00,4.8,5.8,6.1,8.6,7.8,8.4
2022-03-05 23:00,4.2,5.1,5.4,8.5,7.9,8.4
2022-03-06 0:00,,,,,,
2022-03-06 1:00,2.4,3.5,3.9,8.2,7.9,8.4
2022-03-06 2:00,1.4,2.6,3.2,7.9,7.8,8.4
2022-03-06 3:00,0.9,2,2.6,7.7,7.8,8.4
2022-03-06 4:00,0.7,1.6,2.2,7.5,7.8,8.4
2022-03-06 5:00,0.5,1.4,1.9,7.3,7.7,8.4
2022-03-06 6:00,0.4,1.2,1.5,7.1,7.7,8.4
2022-03-06 7:00,0.2,1,1.3,6.9,7.6,8.4
2022-03-06 8:00,0.5,1,1.3,6.7,7.6,8.5
2022-03-06 9:00,1,1.3,1.5,6.6,7.6,8.4
2022-03-06 10:00,1.9,1.6,1.7,6.4,7.5,8.5
2022-03-06 11:00,4.3,3.3,2.3,6.2,7.5,8.5
2022-03-06 12:00,7.3,5.8,3.8,6.2,7.4,8.5
2022-03-06 13:00,10.4,8.6,5.9,6.1,7.4,8.5
2022-03-06 14:00,12.9,11.1,7.9,6.2,7.3,8.5
2022-03-06 15:00,14.9,13.1,9.7,6.5,7.3,8.6
2022-03-06 16:00,15.5,14.2,11,6.8,7.3,8.6
2022-03-06 17:00,14.9,14.1,11.4,7.1,7.3,8.6
2022-03-06 18:00,12.7,12.6,10.8,7.4,7.2,8.5
2022-03-06 19:00,9.9,10.6,9.6,7.8,7.3,8.5
2022-03-06 20:00,7.8,8.7,8.4,8,7.3,8.5
2022-03-06 21:00,6.2,7.3,7.3,8.1,7.4,8.5
2022-03-06 22:00,4.9,6.1,6.3,8.1,7.4,8.5
2022-03-06 23:00,3.8,5,5.3,8,7.4,8.6
2022-03-07 0:00,2.9,4.1,4.5,7.9,7.5,8.5
2022-03-07 1:00,2.3,3.4,3.8,7.7,7.5,8.5
2022-03-07 2:00,1.7,2.7,3.2,7.6,7.5,8.6
2022-03-07 3:00,1.3,2.2,2.7,7.4,7.5,8.5
2022-03-07 4:00,1,1.9,2.3,7.2,7.5,8.6
2022-03-07 5:00,0.9,1.7,2,7,7.4,8.6
2022-03-07 6:00,0.9,1.5,1.7,6.8,7.4,8.6
2022-03-07 7:00,0.8,1.4,1.6,6.7,7.4,8.6
2022-03-07 8:00,0.9,1.4,1.5,6.5,7.3,8.6
2022-03-07 9:00,1.6,1.6,1.6,6.3,7.3,8.6
2022-03-07 10:00,3.6,3.2,2.2,6.2,7.3,8.6
2022-03-07 11:00,6.3,5.3,3.5,6.1,7.2,8.6
2022-03-07 12:00,9.1,7.6,5.1,6,7.2,8.6
2022-03-07 13:00,11.6,9.9,7,6.1,7.2,8.7
2022-03-07 14:00,14,12.2,8.9,6.3,7.2,8.7
2022-03-07 15:00,15.6,13.9,10.5,6.6,7.2,8.7
2022-03-07 16:00,15.8,14.5,11.5,6.9,7.2,8.7
2022-03-07 17:00,15,14.2,11.8,7.3,7.2,8.7
2022-03-07 18:00,13.1,13,11.3,7.6,7.1,8.6
2022-03-07 19:00,10.9,11.4,10.3,7.9,7.2,8.6
2022-03-07 20:00,8.7,9.6,9.1,8.1,7.3,8.6
2022-03-07 21:00,7,8.1,8.1,8.3,7.3,8.6
2022-03-07 22:00,5.7,6.9,7.1,8.3,7.4,8.6
2022-03-07 23:00,4.7,5.9,6.1,8.3,7.4,8.6
2022-03-08 0:00,3.6,4.9,5.2,8.2,7.5,8.6
2022-03-08 1:00,2.6,3.9,4.3,8,7.5,8.6
2022-03-08 2:00,1.8,3,3.6,7.8,7.5,8.6
2022-03-08 3:00,1.3,2.3,3,7.6,7.5,8.6
2022-03-08 4:00,0.9,1.9,2.5,7.4,7.5,8.6
2022-03-08 5:00,0.6,1.6,2,7.2,7.4,8.6
2022-03-08 6:00,0.4,1.3,1.6,7,7.4,8.6
2022-03-08 7:00,0.2,1.1,1.4,6.8,7.4,8.6
2022-03-08 8:00,0.4,1,1.3,6.6,7.3,8.6
2022-03-08 9:00,1,1.3,1.5,6.5,7.3,8.6
2022-03-08 10:00,2.5,2.1,2.1,6.3,7.3,8.7
2022-03-08 11:00,6.2,4.9,3.3,6.2,7.4,8.8
2022-03-08 12:00,10,8,5.4,6.2,7.4,8.8
2022-03-08 13:00,13.7,11.3,7.9,6.3,7.4,8.9
2022-03-08 14:00,16.3,14,10.2,6.4,7.4,8.8
2022-03-08 15:00,18.2,16.2,12.2,6.8,7.4,8.9
2022-03-08 16:00,18.4,16.9,13.4,7.2,7.4,8.9
2022-03-08 17:00,17.5,16.6,13.7,7.7,7.4,8.9
2022-03-08 18:00,15.1,14.9,12.9,8,7.3,8.7
2022-03-08 19:00,12.3,12.8,11.7,8.3,7.3,8.6
2022-03-08 20:00,9.8,10.9,10.4,8.6,7.4,8.6
2022-03-08 21:00,8.1,9.3,9.1,8.7,7.4,8.6
2022-03-08 22:00,6.7,7.9,8.1,8.8,7.5,8.6
2022-03-08 23:00,5.4,6.8,7,8.7,7.6,8.6
2022-03-09 0:00,4.4,5.7,6.1,8.7,7.7,8.6
2022-03-09 1:00,3.3,4.6,5.1,8.5,7.7,8.6
2022-03-09 2:00,2.4,3.8,4.3,8.3,7.7,8.6
2022-03-09 3:00,1.8,3,3.6,8.1,7.7,8.6
2022-03-09 4:00,1.2,2.3,3,7.9,7.7,8.6
2022-03-09 5:00,0.9,1.9,2.5,7.7,7.7,8.6
2022-03-09 6:00,0.6,1.5,2,7.4,7.6,8.6
2022-03-09 7:00,0.4,1.3,1.6,7.2,7.6,8.6
2022-03-09 8:00,0.6,1.2,1.6,7,7.6,8.6
2022-03-09 9:00,1.3,1.6,1.9,6.8,7.6,8.7
2022-03-09 10:00,3.6,3.1,2.6,6.6,7.6,8.7
2022-03-09 11:00,7.4,5.9,4.1,6.6,7.7,8.8
2022-03-09 12:00,11.3,9.1,6.3,6.5,7.6,8.8
2022-03-09 13:00,14.8,12.4,8.8,6.6,7.6,8.8
2022-03-09 14:00,17.5,15.1,11.2,6.8,7.6,8.8
2022-03-09 15:00,18.9,17,13,7.2,7.6,8.9
2022-03-09 16:00,19.7,18,14.4,7.7,7.6,8.9
2022-03-09 17:00,19.3,18,14.9,8.2,7.7,8.9
2022-03-09 18:00,16.8,16.5,14.3,8.6,7.7,8.9
2022-03-09 19:00,13.9,14.3,13,8.9,7.6,8.7
2022-03-09 20:00,11.5,12.4,11.7,9.2,7.7,8.7
2022-03-09 21:00,9.4,10.6,10.4,9.3,7.7,8.7
2022-03-09 22:00,7.9,9.2,9.2,9.4,7.8,8.7
2022-03-09 23:00,6.6,7.9,8.1,9.4,7.9,8.7
2022-03-10 0:00,5.6,6.9,7.2,9.3,8,8.7
2022-03-10 1:00,4.6,5.9,6.3,9.1,8,8.7
2022-03-10 2:00,3.8,5,5.5,8.9,8.1,8.7
2022-03-10 3:00,3,4.2,4.7,8.7,8.1,8.7
2022-03-10 4:00,2.3,3.5,4.1,8.5,8.1,8.7
2022-03-10 5:00,1.8,2.9,3.5,8.3,8.1,8.7
2022-03-10 6:00,1.3,2.3,2.9,8.1,8.1,8.7
2022-03-10 7:00,1,2,2.5,7.8,8,8.7
2022-03-10 8:00,1.3,1.9,2.4,7.7,8,8.7
2022-03-10 9:00,3,3,2.7,7.5,8,8.8
2022-03-10 10:00,5.4,4.8,3.8,7.3,8,8.8
2022-03-10 11:00,9.2,7.5,5.5,7.3,8.1,8.9
2022-03-10 12:00,12.6,10.5,7.6,7.3,8.2,9
2022-03-10 13:00,14.6,12.7,9.6,7.4,8.1,9
2022-03-10 14:00,16.1,14.3,11.2,7.6,8.1,9
2022-03-10 15:00,17.6,15.9,12.6,8,8.1,9
2022-03-10 16:00,17.8,16.7,13.6,8.4,8.1,9.1
2022-03-10 17:00,17.1,16.3,13.8,8.7,8.1,9.1
2022-03-10 18:00,15.7,15.5,13.5,9.1,8.2,9
2022-03-10 19:00,14,14.2,12.8,9.3,8.1,8.9
2022-03-10 20:00,12.4,12.9,12,9.5,8.2,8.9
2022-03-10 21:00,11.1,11.7,11.1,9.7,8.2,8.8
2022-03-10 22:00,9.9,10.7,10.3,9.8,8.3,8.9
2022-03-10 23:00,9.1,9.8,9.5,9.8,8.4,8.9
2022-03-11 0:00,,,,,,
2022-03-11 1:00,7.6,8.4,8.3,9.7,8.5,8.9
2022-03-11 2:00,6.7,7.6,7.6,9.6,8.5,8.8
2022-03-11 3:00,5.8,6.8,6.9,9.4,8.6,8.9
2022-03-11 4:00,5,6,6.3,9.3,8.6,8.9
